Unnamed: 0,outcome,cue,rep,interblock,iti,shape,sound,csOnset,usOnset,credit,distance,probeAns,score,thisTrialN,timestamp,designIndx,cueIndex,subjectID
154,coin,A,6,1,5324,empty,bell,277702.4800000363,281719.18499999447,20,115,-99,730,154,2021-04-21 23:16:38.422000+00:00,0,831,17
155,bomb,AX,6,1,6496,square,bell,287519.0099999891,291535.6449999963,0,605,-99,750,155,2021-04-21 23:16:48.238000+00:00,0,831,17
156,probe,A,7,1,6694,empty,bell,16353.574999957344,20370.239999960177,0,140,1,750,156,2021-04-21 23:17:40.287000+00:00,0,831,17
157,coin,BY,7,1,5060,circle,buzz,31103.53999998188,35120.10499997996,0,443,-99,750,157,2021-04-21 23:17:55.037000+00:00,0,831,17
158,coin,BZ,7,1,5692,triangle,buzz,40603.39499998372,44619.99999999534,20,123,-99,750,158,2021-04-21 23:18:04.537000+00:00,0,831,17
159,bomb,B,7,1,4090,empty,buzz,50753.33499995759,54769.969999964815,0,605,-99,770,159,2021-04-21 23:18:14.687000+00:00,0,831,17
160,coin,A,7,1,3378,empty,bell,58887.26499996848,62903.16999994683,20,153,-99,770,160,2021-04-21 23:18:22.820000+00:00,0,831,17
161,probe,Z,7,1,3073,triangle,silent,66719.73999997135,70736.3249999471,0,130,2,790,161,2021-04-21 23:18:30.653000+00:00,0,831,17
162,coin,A,7,1,6189,empty,bell,77602.84999996657,81602.8749999823,20,130,-99,790,162,2021-04-21 23:18:41.520000+00:00,0,831,17
163,probe,W,7,1,3436,star,silent,88419.45999994641,92419.40999997314,0,603,0,810,163,2021-04-21 23:18:52.336000+00:00,0,831,17
164,bomb,B,7,1,6994,empty,buzz,97569.73999994807,101585.98499995423,0,605,-99,810,164,2021-04-21 23:19:01.503000+00:00,0,831,17
165,coin,BZ,7,1,4053,triangle,buzz,108602.54999995233,112602.48499998124,20,158,-99,810,165,2021-04-21 23:19:12.519000+00:00,0,831,17
166,probe,B,7,1,3356,empty,buzz,117302.4349999614,121319.10500000232,0,605,-2,830,166,2021-04-21 23:19:21.236000+00:00,0,831,17
167,coin,AX,7,1,4560,square,bell,128485.6499999878,132485.59499997646,20,153,-99,830,167,2021-04-21 23:19:32.403000+00:00,0,831,17
168,probe,Y,7,1,5809,circle,silent,137502.20499996794,141518.76499998616,0,535,-1,850,168,2021-04-21 23:19:41.436000+00:00,0,831,17
169,coin,A,7,1,6227,empty,bell,151668.71499997794,155685.23499998267,20,138,-99,850,169,2021-04-21 23:19:55.602000+00:00,0,831,17
170,bomb,AW,7,1,5891,star,bell,162218.56999996814,166218.5199999949,0,603,-99,870,170,2021-04-21 23:20:06.135000+00:00,0,831,17
171,probe,BZ,7,1,4023,triangle,buzz,172135.04999998258,176151.71499998542,0,163,1,870,171,2021-04-21 23:20:16.068000+00:00,0,831,17
172,probe,AW,7,1,4762,star,bell,185384.9749999936,189401.55499998946,0,605,-1,870,172,2021-04-21 23:20:29.318000+00:00,0,831,17
173,probe,BY,7,1,5544,circle,buzz,196118.1799999904,200118.05999994976,0,603,-2,870,173,2021-04-21 23:20:40.035000+00:00,0,831,17
174,bomb,B,7,1,6137,empty,buzz,209101.24999994878,213117.9649999831,0,605,-99,870,174,2021-04-21 23:20:53.035000+00:00,0,831,17
175,bomb,B,7,1,3678,empty,buzz,219284.56499997992,223301.14999995567,0,605,-99,870,175,2021-04-21 23:21:03.218000+00:00,0,831,17
176,coin,A,7,1,4678,empty,bell,227001.1199999717,231017.59999996284,20,130,-99,870,176,2021-04-21 23:21:10.935000+00:00,0,831,17
177,probe,AX,7,1,5219,square,bell,236117.68999998452,240134.2599999625,0,605,-2,890,177,2021-04-21 23:21:20.051000+00:00,0,831,17
178,bomb,BY,7,1,6921,circle,buzz,249034.2049999745,253050.7199999993,0,605,-99,890,178,2021-04-21 23:21:32.968000+00:00,0,831,17
179,probe,X,7,1,6125,square,silent,260017.39999995328,264017.3300000024,0,605,-1,890,179,2021-04-21 23:21:43.934000+00:00,0,831,17
180,bomb,AX,7,1,3082,square,bell,273633.87499999953,277650.6899999804,-20,158,-99,890,180,2021-04-21 23:21:57.568000+00:00,0,831,17
181,bomb,AW,7,1,3199,star,bell,281267.12499995483,285266.98499999475,0,603,-99,870,181,2021-04-21 23:22:05.184000+00:00,0,831,17
182,bomb,B,8,1,4578,empty,buzz,15925.430000002962,19925.4550000187,0,603,-99,870,182,2021-04-21 23:23:03.366000+00:00,0,831,17
183,coin,A,8,1,4003,empty,bell,24525.41000000201,28542.004999995697,20,155,-99,870,183,2021-04-21 23:23:11.983000+00:00,0,831,17
184,bomb,BY,8,1,5842,circle,buzz,32858.72499999823,36858.59000001801,0,603,-99,890,184,2021-04-21 23:23:20.300000+00:00,0,831,17
185,probe,AX,8,1,6806,square,bell,42725.20500002429,46725.12999997707,0,603,-2,890,185,2021-04-21 23:23:30.166000+00:00,0,831,17
186,probe,Z,8,1,3147,triangle,silent,57641.665000002824,61658.219999982975,0,153,1,890,186,2021-04-21 23:23:45.099000+00:00,0,831,17
187,coin,A,8,1,6234,empty,bell,68091.48000000278,72108.12500002794,20,165,-99,890,187,2021-04-21 23:23:55.549000+00:00,0,831,17
188,bomb,B,8,1,6368,empty,buzz,78641.37000002665,82641.30499999737,0,603,-99,910,188,2021-04-21 23:24:06.082000+00:00,0,831,17
189,probe,BZ,8,1,5620,triangle,buzz,89041.19999997783,93057.87000001872,0,148,2,910,189,2021-04-21 23:24:16.499000+00:00,0,831,17
190,bomb,B,8,1,5089,empty,buzz,104074.38499998533,108091.02499997245,0,605,-99,910,190,2021-04-21 23:24:31.532000+00:00,0,831,17
191,coin,AX,8,1,6912,square,bell,113207.66000001457,117224.20499997679,10,283,-99,910,191,2021-04-21 23:24:40.665000+00:00,0,831,17
192,probe,BY,8,1,6469,circle,buzz,124557.54499998875,128574.18499997586,0,275,2,920,192,2021-04-21 23:24:52.015000+00:00,0,831,17
193,bomb,B,8,1,5487,empty,buzz,137890.67499997327,141890.57500002673,0,603,-99,920,193,2021-04-21 23:25:05.332000+00:00,0,831,17
194,coin,A,8,1,5550,empty,bell,147407.20000001602,151423.7950000097,20,150,-99,920,194,2021-04-21 23:25:14.865000+00:00,0,831,17
195,probe,X,8,1,6817,square,silent,157607.0399999735,161607.06499998926,0,603,2,940,195,2021-04-21 23:25:25.048000+00:00,0,831,17
196,probe,AW,8,1,5055,star,bell,173090.2299999725,177106.8700000178,0,605,0,940,196,2021-04-21 23:25:40.548000+00:00,0,831,17
197,coin,BZ,8,1,4906,triangle,buzz,185390.00000001397,189406.7100000102,20,135,-99,940,197,2021-04-21 23:25:52.848000+00:00,0,831,17
198,bomb,AW,8,1,5653,star,bell,194706.62000001172,198706.61499997368,0,603,-99,960,198,2021-04-21 23:26:02.148000+00:00,0,831,17
199,probe,W,8,1,5706,star,silent,204389.7950000246,208406.3600000227,0,605,-2,960,199,2021-04-21 23:26:11.847000+00:00,0,831,17
200,coin,A,8,1,4174,empty,bell,216389.84499999788,220406.32000000915,20,145,-99,960,200,2021-04-21 23:26:23.847000+00:00,0,831,17
201,probe,B,8,1,4575,empty,buzz,225139.65500000629,229156.22000000442,0,605,-2,980,201,2021-04-21 23:26:32.597000+00:00,0,831,17
202,bomb,AX,8,1,3560,square,bell,237756.12500001446,241755.96999999837,-10,385,-99,980,202,2021-04-21 23:26:45.197000+00:00,0,831,17
203,probe,A,8,1,4727,empty,bell,245755.9749999782,249755.96999999837,0,120,1,970,203,2021-04-21 23:26:53.197000+00:00,0,831,17
204,coin,BY,8,1,4940,circle,buzz,257639.22000001185,261639.14500002287,10,288,-99,970,204,2021-04-21 23:27:05.081000+00:00,0,831,17
205,coin,BZ,8,1,4261,triangle,buzz,267005.76999998884,271005.73999999324,20,160,-99,980,205,2021-04-21 23:27:14.447000+00:00,0,831,17
206,probe,Y,8,1,6572,circle,silent,275688.94000002183,279705.6149999844,0,605,1,1000,206,2021-04-21 23:27:23.147000+00:00,0,831,17
207,bomb,AW,8,1,6846,star,bell,289338.88499997556,293338.8099999865,0,603,-99,1000,207,2021-04-21 23:27:36.780000+00:00,0,831,17
208,probe,Y,9,1,5488,circle,silent,15593.995000002906,19610.58500001673,0,605,1,1000,208,2021-04-21 23:28:29.146000+00:00,0,831,17
209,coin,AX,9,1,3865,square,bell,28360.41500000283,32360.419999982696,10,368,-99,1000,209,2021-04-21 23:28:41.896000+00:00,0,831,17
210,bomb,B,9,1,3216,empty,buzz,36710.41499997955,40727.015000011306,0,605,-99,1010,210,2021-04-21 23:28:50.262000+00:00,0,831,17
211,bomb,AX,9,1,4835,square,bell,43960.39500000188,47976.885000010945,0,605,-99,1010,211,2021-04-21 23:28:57.512000+00:00,0,831,17
212,coin,BZ,9,1,5583,triangle,buzz,52843.67500001099,56860.08499999298,20,128,-99,1010,212,2021-04-21 23:29:06.396000+00:00,0,831,17
213,coin,A,9,1,4414,empty,bell,62893.40000000084,66893.32500001183,20,148,-99,1030,213,2021-04-21 23:29:16.429000+00:00,0,831,17
214,bomb,BY,9,1,4948,circle,buzz,71726.6149999923,75743.18499997025,0,605,-99,1050,214,2021-04-21 23:29:25.279000+00:00,0,831,17
215,probe,Z,9,1,5150,triangle,silent,81176.55500001274,85176.44000001019,0,148,2,1050,215,2021-04-21 23:29:34.712000+00:00,0,831,17
216,bomb,B,9,1,5185,empty,buzz,94526.35999995982,98526.26000001328,0,603,-99,1050,216,2021-04-21 23:29:48.062000+00:00,0,831,17
217,probe,A,9,1,6602,empty,bell,103742.97999998087,107759.36500000537,0,158,2,1050,217,2021-04-21 23:29:57.295000+00:00,0,831,17
218,bomb,AW,9,1,6882,star,bell,118176.0699999868,122192.58999999148,0,605,-99,1050,218,2021-04-21 23:30:11.728000+00:00,0,831,17
219,bomb,B,9,1,3705,empty,buzz,129109.19499996814,133109.31500000882,0,603,-99,1050,219,2021-04-21 23:30:22.645000+00:00,0,831,17
220,probe,BZ,9,1,5845,triangle,buzz,136842.44999999643,140859.14999997473,0,155,2,1050,220,2021-04-21 23:30:30.395000+00:00,0,831,17
221,coin,A,9,1,6119,empty,bell,149558.9649999747,153558.9499999769,20,128,-99,1050,221,2021-04-21 23:30:43.095000+00:00,0,831,17
222,coin,A,9,1,6461,empty,bell,160058.86499996996,164075.47499996144,20,115,-99,1070,222,2021-04-21 23:30:53.611000+00:00,0,831,17
223,probe,AX,9,1,6683,square,bell,170892.11000001527,174908.70500000892,0,345,2,1090,223,2021-04-21 23:31:04.444000+00:00,0,831,17
224,coin,A,9,1,5144,empty,bell,184641.94000000134,188641.79999998305,20,163,-99,1090,224,2021-04-21 23:31:18.177000+00:00,0,831,17
225,probe,B,9,1,6545,empty,buzz,194125.17499999376,198141.75000000978,0,563,0,1110,225,2021-04-21 23:31:27.677000+00:00,0,831,17
226,bomb,AW,9,1,5785,star,bell,207141.6899999604,211158.27000001445,0,585,-99,1110,226,2021-04-21 23:31:40.694000+00:00,0,831,17
227,probe,AW,9,1,3935,star,bell,217524.8900000006,221541.3749999716,0,605,-2,1110,227,2021-04-21 23:31:51.077000+00:00,0,831,17
228,probe,X,9,1,3844,square,silent,227974.77999998952,231974.69000000274,0,603,-1,1110,228,2021-04-21 23:32:01.510000+00:00,0,831,17
229,bomb,B,9,1,3639,empty,buzz,238007.96999997692,242007.87500001024,0,603,-99,1110,229,2021-04-21 23:32:11.543000+00:00,0,831,17
230,coin,BZ,9,1,3488,triangle,buzz,245674.51499996238,249691.14999996964,20,145,-99,1110,230,2021-04-21 23:32:19.227000+00:00,0,831,17
231,coin,BY,9,1,5502,circle,buzz,253774.4449999882,257774.34999996328,10,368,-99,1130,231,2021-04-21 23:32:27.310000+00:00,0,831,17
232,probe,W,9,1,6421,star,silent,263290.9949999885,267307.594999962,0,605,-2,1140,232,2021-04-21 23:32:36.843000+00:00,0,831,17
233,probe,BY,9,1,6154,circle,buzz,276240.8050000085,280240.764999995,0,603,-2,1140,233,2021-04-21 23:32:49.776000+00:00,0,831,17
0,coin,A,1,1,3137,circle,silent,22139.074999955483,26100.019999954384,20,55,-99,0,0,2021-04-22 00:04:31.388000+00:00,8,738,18
1,coin,A,1,1,5379,circle,silent,29883.114999975078,33899.574999988545,20,100,-99,20,1,2021-04-22 00:04:39.187000+00:00,8,738,18
2,bomb,B,1,1,3775,triangle,silent,39582.850000006154,43582.7649999992,0,603,-99,40,2,2021-04-22 00:04:48.871000+00:00,8,738,18
3,coin,AX,1,1,3566,circle,noise,47382.77999998536,51382.615000009544,0,458,-99,40,3,2021-04-22 00:04:56.671000+00:00,8,738,18
4,probe,Y,1,1,5463,empty,bell,55416.05499997968,59432.574999984354,0,290,0,40,4,2021-04-22 00:05:04.721000+00:00,8,738,18
5,probe,AX,1,1,4866,circle,noise,70182.50499997521,74182.33999999939,0,275,0,40,5,2021-04-22 00:05:19.470000+00:00,8,738,18
6,bomb,B,1,1,4626,triangle,silent,81432.38499999278,85432.25499999244,0,603,-99,40,6,2021-04-22 00:05:30.720000+00:00,8,738,18
7,probe,Z,1,1,6729,empty,buzz,90082.35499996226,94098.82999997352,0,245,1,40,7,2021-04-22 00:05:39.387000+00:00,8,738,18
8,probe,W,1,1,6864,empty,tinwhistle,106882.08999997003,110881.91499997627,0,603,0,40,8,2021-04-22 00:05:56.170000+00:00,8,738,18
9,bomb,B,1,1,4325,triangle,silent,122265.26499999456,126265.07999998285,0,603,-99,40,9,2021-04-22 00:06:11.553000+00:00,8,738,18
10,bomb,BY,1,1,5689,triangle,bell,130615.1199999731,134615.0449999841,0,603,-99,40,10,2021-04-22 00:06:19.903000+00:00,8,738,18
11,probe,BY,1,1,5632,triangle,bell,140331.70999999857,144331.5099999891,0,603,-1,40,11,2021-04-22 00:06:29.620000+00:00,8,738,18
12,coin,BY,1,1,3455,triangle,bell,155548.1949999812,159564.76499995915,0,605,-99,40,12,2021-04-22 00:06:44.854000+00:00,8,738,18
13,probe,A,1,1,6608,circle,silent,165281.35000000475,169297.95999999624,0,103,2,40,13,2021-04-22 00:06:54.587000+00:00,8,738,18
14,coin,A,1,1,5254,circle,silent,182297.80000000028,186297.7199999732,20,105,-99,40,14,2021-04-22 00:07:11.586000+00:00,8,738,18
15,probe,B,1,1,3165,triangle,silent,191914.40000000875,195931.0149999801,0,605,0,60,15,2021-04-22 00:07:21.220000+00:00,8,738,18
16,coin,BZ,1,1,4122,triangle,buzz,203464.26499995872,207480.89000000613,10,248,-99,60,16,2021-04-22 00:07:32.770000+00:00,8,738,18
17,bomb,AX,1,1,5835,circle,noise,211947.51999998695,215947.4249999621,0,603,-99,70,17,2021-04-22 00:07:41.235000+00:00,8,738,18
18,probe,AW,1,1,4284,circle,tinwhistle,221814.0649999841,225830.62500000236,0,605,-2,70,18,2021-04-22 00:07:51.118000+00:00,8,738,18
19,bomb,AW,1,1,5943,circle,tinwhistle,233413.9149999828,237413.88499998717,0,603,-99,70,19,2021-04-22 00:08:02.702000+00:00,8,738,18
20,coin,BZ,1,1,6952,triangle,buzz,243380.42999996105,247380.32499997644,20,193,-99,70,20,2021-04-22 00:08:12.668000+00:00,8,738,18
21,bomb,B,1,1,5600,triangle,silent,254813.68500000102,258830.2299999632,0,605,-99,90,21,2021-04-22 00:08:24.118000+00:00,8,738,18
22,probe,X,1,1,5562,empty,noise,264463.5899999994,268480.0899999682,0,605,0,90,22,2021-04-22 00:08:33.768000+00:00,8,738,18
23,coin,A,1,1,6155,circle,silent,277146.72999997856,281163.32499997225,20,108,-99,90,23,2021-04-22 00:08:46.452000+00:00,8,738,18
24,probe,BZ,1,1,4732,triangle,buzz,287663.3150000125,291679.82499999925,0,145,2,110,24,2021-04-22 00:08:56.968000+00:00,8,738,18
25,bomb,AW,1,1,4384,circle,tinwhistle,300979.7799999942,304996.3599999901,0,605,-99,110,25,2021-04-22 00:09:10.285000+00:00,8,738,18
26,bomb,B,2,1,5985,triangle,silent,15964.379999961238,19964.379999961242,0,603,-99,110,26,2021-04-22 00:10:23.384000+00:00,8,738,18
27,coin,BZ,2,1,5239,triangle,buzz,25980.899999965917,29997.66499997349,20,148,-99,110,27,2021-04-22 00:10:33.417000+00:00,8,738,18
28,coin,A,2,1,5019,circle,silent,35680.914999975364,39697.56499998039,20,120,-99,130,28,2021-04-22 00:10:43.117000+00:00,8,738,18
29,probe,AW,2,1,4171,circle,tinwhistle,45047.439999994815,49064.02499997056,0,563,0,150,29,2021-04-22 00:10:52.484000+00:00,8,738,18
30,bomb,AW,2,1,3464,circle,tinwhistle,55747.3249999457,59747.234999958884,0,603,-99,150,30,2021-04-22 00:11:03.167000+00:00,8,738,18
31,probe,B,2,1,3837,triangle,silent,63230.58499995387,67247.18999996549,0,605,-2,150,31,2021-04-22 00:11:10.667000+00:00,8,738,18
32,coin,A,2,1,5307,circle,silent,73697.08499999251,77696.96499995189,20,105,-99,150,32,2021-04-22 00:11:21.117000+00:00,8,738,18
33,probe,X,2,1,5262,empty,noise,83297.00999998022,87313.39999998454,0,583,-2,170,33,2021-04-22 00:11:30.733000+00:00,8,738,18
34,bomb,BY,2,1,3705,triangle,bell,95913.48999994807,99913.42999995686,-10,398,-99,170,34,2021-04-22 00:11:43.333000+00:00,8,738,18
35,bomb,B,2,1,4448,triangle,silent,103696.84999994934,107696.60499994644,0,603,-99,160,35,2021-04-22 00:11:51.116000+00:00,8,738,18
36,bomb,B,2,1,5777,triangle,silent,112163.30499999457,116179.81000000144,0,605,-99,160,36,2021-04-22 00:11:59.599000+00:00,8,738,18
37,probe,BY,2,1,6359,triangle,bell,121979.83999998543,125979.74999999859,0,538,-2,160,37,2021-04-22 00:12:09.399000+00:00,8,738,18
38,probe,Y,2,1,4147,empty,bell,135229.65499997372,139246.30999995858,0,578,-2,160,38,2021-04-22 00:12:22.666000+00:00,8,738,18
39,bomb,B,2,1,6971,triangle,silent,145146.24499995259,149146.11499995226,0,603,-99,160,39,2021-04-22 00:12:32.566000+00:00,8,738,18
40,coin,AX,2,1,5667,circle,noise,156146.139999968,160162.70499996608,0,605,-99,160,40,2021-04-22 00:12:43.582000+00:00,8,738,18
41,probe,W,2,1,5222,empty,tinwhistle,165862.6449999865,169862.5999999931,0,603,-2,160,41,2021-04-22 00:12:53.282000+00:00,8,738,18
42,probe,Z,2,1,3851,empty,buzz,176879.24999999817,180879.03499999086,0,118,2,160,42,2021-04-22 00:13:04.298000+00:00,8,738,18
43,coin,BZ,2,1,3187,triangle,buzz,188879.02999995282,192878.9699999616,20,170,-99,160,43,2021-04-22 00:13:16.298000+00:00,8,738,18
44,probe,A,2,1,4805,circle,silent,196412.34999999873,200428.76499996052,0,133,2,180,44,2021-04-22 00:13:23.848000+00:00,8,738,18
45,coin,A,2,1,4080,circle,silent,209378.71499999886,213378.72499995862,20,118,-99,180,45,2021-04-22 00:13:36.798000+00:00,8,738,18
46,coin,A,2,1,5338,circle,silent,218062.02999997183,222061.9599999627,20,128,-99,200,46,2021-04-22 00:13:45.481000+00:00,8,738,18
47,probe,AX,2,1,6528,circle,noise,227795.2099999529,231811.8699999759,0,440,1,220,47,2021-04-22 00:13:55.231000+00:00,8,738,18
48,coin,BY,2,1,4035,triangle,bell,241295.09499995038,245311.6949999821,0,605,-99,220,48,2021-04-22 00:14:08.731000+00:00,8,738,18
49,bomb,AX,2,1,4366,circle,noise,249378.25999996855,253394.9349999893,0,605,-99,220,49,2021-04-22 00:14:16.814000+00:00,8,738,18
50,bomb,AW,2,1,5887,circle,tinwhistle,257778.2349999761,261778.16499996695,0,603,-99,220,50,2021-04-22 00:14:25.197000+00:00,8,738,18
51,probe,BZ,2,1,6864,triangle,buzz,267694.8099999572,271711.3699999755,0,125,2,220,51,2021-04-22 00:14:35.130000+00:00,8,738,18
52,coin,BY,3,1,3943,triangle,bell,15709.505000035278,19725.994999986146,0,490,-99,220,52,2021-04-22 00:15:30.530000+00:00,8,738,18
53,probe,BY,3,1,6658,triangle,bell,24726.049999997485,28725.94500001287,0,603,2,220,53,2021-04-22 00:15:39.530000+00:00,8,738,18
54,bomb,B,3,1,4656,triangle,silent,39825.87000000058,43825.78499999363,0,603,-99,220,54,2021-04-22 00:15:54.630000+00:00,8,738,18
55,probe,W,3,1,3131,empty,tinwhistle,48509.164999995846,52509.04500001343,0,603,0,220,55,2021-04-22 00:16:03.313000+00:00,8,738,18
56,probe,A,3,1,6217,circle,silent,57408.97500002758,61408.95499999169,0,148,2,220,56,2021-04-22 00:16:12.213000+00:00,8,738,18
57,bomb,AX,3,1,6678,circle,noise,73492.09000001429,77508.74499999918,0,605,-99,220,57,2021-04-22 00:16:28.313000+00:00,8,738,18
58,coin,A,3,1,6893,circle,silent,84208.64500000607,88208.58500001486,20,108,-99,220,58,2021-04-22 00:16:39.012000+00:00,8,738,18
59,probe,X,3,1,5675,empty,noise,95375.15999999596,99391.86500001233,0,603,2,240,59,2021-04-22 00:16:50.196000+00:00,8,738,18
60,coin,A,3,1,4146,circle,silent,107208.35500000976,111208.22500000939,20,98,-99,240,60,2021-04-22 00:17:02.012000+00:00,8,738,18
61,probe,BZ,3,1,5077,triangle,buzz,115575.03000000725,119591.3850000361,0,133,2,260,61,2021-04-22 00:17:10.395000+00:00,8,738,18
62,bomb,BY,3,1,4830,triangle,bell,128841.53500001412,132841.40500001374,0,560,-99,260,62,2021-04-22 00:17:23.645000+00:00,8,738,18
63,coin,A,3,1,6169,circle,silent,137691.42500002636,141707.94500003106,20,108,-99,260,63,2021-04-22 00:17:32.512000+00:00,8,738,18
64,probe,Y,3,1,6122,empty,bell,148224.58000003823,152241.16999999387,0,543,1,280,64,2021-04-22 00:17:43.045000+00:00,8,738,18
65,probe,AX,3,1,6794,circle,noise,161040.9900000086,165041.01500002434,0,585,1,280,65,2021-04-22 00:17:55.845000+00:00,8,738,18
66,bomb,AW,3,1,5523,circle,tinwhistle,174440.93500002054,178457.49500003876,0,605,-99,280,66,2021-04-22 00:18:09.262000+00:00,8,738,18
67,probe,Z,3,1,5308,empty,buzz,184007.5100000249,188023.9799999981,0,133,2,280,67,2021-04-22 00:18:18.828000+00:00,8,738,18
68,bomb,B,3,1,6196,triangle,silent,196807.38000001293,200807.70000000484,0,603,-99,280,68,2021-04-22 00:18:31.612000+00:00,8,738,18
69,bomb,B,3,1,3634,triangle,silent,207023.80999998425,211040.4350000317,0,605,-99,280,69,2021-04-22 00:18:41.845000+00:00,8,738,18
70,coin,BZ,3,1,5980,triangle,buzz,214707.11499999746,218723.655000038,20,130,-99,280,70,2021-04-22 00:18:49.528000+00:00,8,738,18
71,probe,AW,3,1,4934,circle,tinwhistle,225290.32000002923,229306.8000000203,0,605,0,300,71,2021-04-22 00:19:00.111000+00:00,8,738,18
72,bomb,AW,3,1,6808,circle,tinwhistle,236690.2800000389,240706.89999999013,0,605,-99,300,72,2021-04-22 00:19:11.511000+00:00,8,738,18
73,probe,B,3,1,5820,triangle,silent,247540.24500004016,251556.73499999105,0,605,-2,300,73,2021-04-22 00:19:22.361000+00:00,8,738,18
74,coin,BZ,3,1,4625,triangle,buzz,259373.23500000642,263373.19499999285,20,143,-99,300,74,2021-04-22 00:19:34.177000+00:00,8,738,18
75,coin,A,3,1,3460,circle,silent,268323.13999999315,272323.0200000107,20,118,-99,320,75,2021-04-22 00:19:43.127000+00:00,8,738,18
76,coin,AX,3,1,3350,circle,noise,276206.3799999887,280222.9250000091,0,605,-99,340,76,2021-04-22 00:19:51.027000+00:00,8,738,18
77,bomb,B,3,1,6528,triangle,silent,283589.67499999556,287606.20500001824,0,605,-99,340,77,2021-04-22 00:19:58.411000+00:00,8,738,18
78,probe,Y,4,1,6948,empty,bell,15649.445000046398,19649.34500004165,0,548,-2,340,78,2021-04-22 00:20:49.243000+00:00,8,738,18
79,coin,A,4,1,5262,circle,silent,31115.945000026837,35132.65000004321,20,103,-99,340,79,2021-04-22 00:21:04.726000+00:00,8,738,18
80,probe,A,4,1,6972,circle,silent,41682.499999995336,45682.445000042215,0,123,2,360,80,2021-04-22 00:21:15.276000+00:00,8,738,18
81,coin,A,4,1,5281,circle,silent,56615.33000000054,60615.56500004372,20,98,-99,360,81,2021-04-22 00:21:30.209000+00:00,8,738,18
82,bomb,B,4,1,4766,triangle,silent,66265.55500004906,70282.14000002481,0,605,-99,380,82,2021-04-22 00:21:39.876000+00:00,8,738,18
83,probe,BY,4,1,3943,triangle,bell,75065.49500004621,79082.08000002196,0,605,1,380,83,2021-04-22 00:21:48.675000+00:00,8,738,18
84,bomb,AX,4,1,6518,circle,noise,85248.62000002759,89248.5549999983,-10,380,-99,380,84,2021-04-22 00:21:58.842000+00:00,8,738,18
85,coin,AX,4,1,4830,circle,noise,96415.15499999514,100431.77000002471,10,383,-99,370,85,2021-04-22 00:22:10.025000+00:00,8,738,18
86,probe,AX,4,1,3359,circle,noise,105798.41000004672,109814.99500002246,0,605,-1,380,86,2021-04-22 00:22:19.408000+00:00,8,738,18
87,coin,BZ,4,1,6043,triangle,buzz,117081.5650000004,121081.4900000114,20,130,-99,380,87,2021-04-22 00:22:30.675000+00:00,8,738,18
88,probe,BZ,4,1,3976,triangle,buzz,127514.81000002241,131531.4050000161,0,113,2,400,88,2021-04-22 00:22:41.125000+00:00,8,738,18
89,bomb,B,4,1,4939,triangle,silent,138914.69000000507,142931.1549999984,0,575,-99,400,89,2021-04-22 00:22:52.525000+00:00,8,738,18
90,probe,X,4,1,3477,empty,noise,147897.93500001542,151914.47499999776,0,605,0,400,90,2021-04-22 00:23:01.508000+00:00,8,738,18
91,probe,Z,4,1,6222,empty,buzz,157997.68500000937,161997.72500002288,0,193,1,400,91,2021-04-22 00:23:11.591000+00:00,8,738,18
92,bomb,AW,4,1,3548,circle,tinwhistle,171330.91499999864,175330.85500000743,0,603,-99,400,92,2021-04-22 00:23:24.924000+00:00,8,738,18
93,coin,A,4,1,4271,circle,silent,178897.51999999862,182914.0999999945,20,118,-99,400,93,2021-04-22 00:23:32.508000+00:00,8,738,18
94,bomb,B,4,1,5327,triangle,silent,187498.4650000115,191497.33500002185,0,603,-99,420,94,2021-04-22 00:23:41.091000+00:00,8,738,18
95,probe,B,4,1,5543,triangle,silent,196847.3300000187,200847.235000052,0,603,-2,420,95,2021-04-22 00:23:50.441000+00:00,8,738,18
96,probe,AW,4,1,6181,circle,tinwhistle,210747.18000000576,214763.7800000375,0,580,-2,420,96,2021-04-22 00:24:04.357000+00:00,8,738,18
97,bomb,AW,4,1,3920,circle,tinwhistle,225246.99000001422,229263.5200000368,0,605,-99,420,97,2021-04-22 00:24:18.857000+00:00,8,738,18
98,coin,BY,4,1,6541,triangle,bell,233213.57000002172,237213.47499999683,0,570,-99,420,98,2021-04-22 00:24:26.807000+00:00,8,738,18
99,bomb,BY,4,1,6754,triangle,bell,243963.40000000785,247963.2850000053,0,593,-99,420,99,2021-04-22 00:24:37.557000+00:00,8,738,18
100,coin,A,4,1,3748,circle,silent,254746.50500004645,258763.2250000024,20,135,-99,420,100,2021-04-22 00:24:48.356000+00:00,8,738,18
101,coin,BZ,4,1,4997,triangle,buzz,262829.8900000518,266829.72000003787,20,135,-99,440,101,2021-04-22 00:24:56.423000+00:00,8,738,18
102,bomb,B,4,1,6918,triangle,silent,272113.07000002125,276129.6650000149,0,605,-99,460,102,2021-04-22 00:25:05.723000+00:00,8,738,18
103,probe,W,4,1,4922,empty,tinwhistle,283079.59500001743,287096.210000047,0,605,-2,460,103,2021-04-22 00:25:16.689000+00:00,8,738,18
104,bomb,AW,5,1,5068,circle,tinwhistle,15662.409999989904,19662.32000000309,0,520,-99,460,104,2021-04-22 00:27:00.689000+00:00,8,738,18
105,probe,W,5,1,6138,empty,tinwhistle,24762.28000002448,28762.265000026673,0,603,-2,460,105,2021-04-22 00:27:09.788000+00:00,8,738,18
