Unnamed: 0,outcome,cue,rep,interblock,iti,shape,sound,csOnset,usOnset,credit,distance,probeAns,score,thisTrialN,timestamp,designIndx,cueIndex,subjectID
0,coin,A,1,1,3786,empty,tinwhistle,21796.06000008061,25766.99500007089,0,453,-99,0,0,2021-04-13 15:25:49.505000+00:00,5,57,1
1,bomb,B,1,1,3773,empty,bell,31383.205000078306,35383.12000001315,0,425,-99,0,1,2021-04-13 15:25:59.122000+00:00,5,57,1
2,probe,A,1,1,5810,empty,tinwhistle,39883.06999998167,43883.04500002413,0,363,0,0,2,2021-04-13 15:26:07.622000+00:00,5,57,1
3,coin,BZ,1,1,6849,square,bell,63016.09000004827,67032.77499997057,10,353,-99,0,3,2021-04-13 15:26:30.771000+00:00,5,57,1
4,probe,X,1,1,3890,triangle,silent,75249.46500000077,79265.9950000234,0,443,-1,10,4,2021-04-13 15:26:43.004000+00:00,5,57,1
5,probe,AW,1,1,3197,circle,tinwhistle,86732.6700000558,90749.19000000227,0,440,-2,10,5,2021-04-13 15:26:54.488000+00:00,5,57,1
6,bomb,BY,1,1,5217,star,bell,96465.91000002806,100482.43500001264,-10,285,-99,10,6,2021-04-13 15:27:04.221000+00:00,5,57,1
7,coin,A,1,1,5086,empty,tinwhistle,106249.10999997519,110249.03499998616,10,388,-99,0,7,2021-04-13 15:27:13.988000+00:00,5,57,1
8,coin,BY,1,1,6589,star,bell,115598.97499997167,119615.65000005065,0,445,-99,10,8,2021-04-13 15:27:23.354000+00:00,5,57,1
9,bomb,B,1,1,5566,empty,bell,126982.33000002801,130998.82500001695,0,458,-99,10,9,2021-04-13 15:27:34.737000+00:00,5,57,1
10,probe,BY,1,1,3770,star,bell,136865.60000001919,140865.5649999855,0,458,-2,10,10,2021-04-13 15:27:44.604000+00:00,5,57,1
11,coin,BZ,1,1,4214,square,bell,148265.5200000154,152265.4249999905,10,215,-99,10,11,2021-04-13 15:27:56.004000+00:00,5,57,1
12,probe,BZ,1,1,4887,square,bell,156748.75000002794,160765.37999999712,0,193,0,20,12,2021-04-13 15:28:04.504000+00:00,5,57,1
13,probe,Y,1,1,5475,star,silent,172565.31500001438,176565.17000007446,0,430,-1,20,13,2021-04-13 15:28:20.304000+00:00,5,57,1
14,bomb,AX,1,1,6373,triangle,tinwhistle,187081.82000007946,191081.7500000121,0,440,-99,20,14,2021-04-13 15:28:34.820000+00:00,5,57,1
15,bomb,AW,1,1,6661,circle,tinwhistle,198031.750000082,202048.34500001746,0,453,-99,20,15,2021-04-13 15:28:45.787000+00:00,5,57,1
16,probe,Z,1,1,6313,square,silent,209148.24999996927,213148.20000005423,0,223,1,20,16,2021-04-13 15:28:56.886000+00:00,5,57,1
17,bomb,AW,1,1,4616,circle,tinwhistle,228764.7799999686,232764.8050000425,0,435,-99,20,17,2021-04-13 15:29:16.503000+00:00,5,57,1
18,probe,B,1,1,3563,empty,bell,237831.37500006703,241847.99999999808,0,330,2,20,18,2021-04-13 15:29:25.586000+00:00,5,57,1
19,coin,A,1,1,6777,empty,tinwhistle,251047.98500007016,255064.63500007518,10,285,-99,20,19,2021-04-13 15:29:38.803000+00:00,5,57,1
20,bomb,B,1,1,3288,empty,bell,262331.2300000107,266331.20000001515,-10,328,-99,30,20,2021-04-13 15:29:50.069000+00:00,5,57,1
21,coin,A,1,1,3543,empty,tinwhistle,270231.2549999915,274247.8500000434,0,433,-99,20,21,2021-04-13 15:29:57.986000+00:00,5,57,1
22,probe,AX,1,1,6304,triangle,tinwhistle,278547.8000000585,282564.4549999852,0,453,1,20,22,2021-04-13 15:30:06.302000+00:00,5,57,1
23,coin,AX,1,1,5224,triangle,tinwhistle,293297.6600000402,297297.5850000512,0,430,-99,20,23,2021-04-13 15:30:21.036000+00:00,5,57,1
24,probe,W,1,1,5603,circle,silent,303330.94000001444,307330.7900000364,0,435,-1,20,24,2021-04-13 15:30:31.069000+00:00,5,57,1
25,bomb,B,1,1,6843,empty,bell,317780.76500003226,321780.7250000769,-20,175,-99,20,25,2021-04-13 15:30:45.519000+00:00,5,57,1
26,probe,X,2,1,3682,triangle,silent,15818.120000069031,19834.71000008285,0,345,0,0,26,2021-04-13 15:31:56.118000+00:00,5,57,1
27,bomb,AW,2,1,3382,circle,tinwhistle,30234.70999998972,34251.30000000353,0,443,-99,0,27,2021-04-13 15:32:10.535000+00:00,5,57,1
28,probe,B,2,1,3776,empty,bell,38084.71000008285,42101.07000009157,0,335,0,0,28,2021-04-13 15:32:18.385000+00:00,5,57,1
29,bomb,AW,2,1,6692,circle,tinwhistle,51484.55500009004,55501.12000002992,0,420,-99,0,29,2021-04-13 15:32:31.785000+00:00,5,57,1
30,probe,W,2,1,4065,circle,silent,62601.08500008938,66600.98500002641,0,428,-1,0,30,2021-04-13 15:32:42.884000+00:00,5,57,1
31,coin,A,2,1,3197,empty,tinwhistle,76117.65000002924,80134.2949999962,20,138,-99,0,31,2021-04-13 15:32:56.418000+00:00,5,57,1
32,probe,AX,2,1,5990,triangle,tinwhistle,83884.39500005916,87884.15000005625,0,428,0,20,32,2021-04-13 15:33:04.168000+00:00,5,57,1
33,probe,AW,2,1,4159,circle,tinwhistle,99434.12500002887,103434.04000008012,0,423,-1,20,33,2021-04-13 15:33:19.717000+00:00,5,57,1
34,coin,BZ,2,1,4743,square,bell,111567.29000003543,115567.20500008667,10,338,-99,20,34,2021-04-13 15:33:31.851000+00:00,5,57,1
35,bomb,B,2,1,5079,empty,bell,120800.54500000553,124800.49000005238,-10,343,-99,30,35,2021-04-13 15:33:41.084000+00:00,5,57,1
36,coin,AX,2,1,5012,triangle,tinwhistle,130517.22000003792,134517.06500002186,0,438,-99,20,36,2021-04-13 15:33:50.801000+00:00,5,57,1
37,probe,BZ,2,1,3518,square,bell,140167.06500004508,144183.74000000767,0,158,0,20,37,2021-04-13 15:34:00.468000+00:00,5,57,1
38,coin,A,2,1,5894,empty,tinwhistle,154250.30000007243,158266.96000003722,0,428,-99,20,38,2021-04-13 15:34:14.551000+00:00,5,57,1
39,probe,Z,2,1,5960,square,silent,164616.94000009447,168633.44000000507,0,128,2,20,39,2021-04-13 15:34:24.917000+00:00,5,57,1
40,bomb,B,2,1,6489,empty,bell,180683.48500004504,184683.3800000604,0,438,-99,20,40,2021-04-13 15:34:40.967000+00:00,5,57,1
41,coin,BZ,2,1,6020,square,bell,191716.71499998774,195733.27500000602,0,433,-99,20,41,2021-04-13 15:34:52.017000+00:00,5,57,1
42,bomb,AX,2,1,4407,triangle,tinwhistle,202349.96000002135,206349.88500003237,0,443,-99,20,42,2021-04-13 15:35:02.633000+00:00,5,57,1
43,probe,A,2,1,4958,empty,tinwhistle,211466.55000001192,215466.3850000361,0,335,2,20,43,2021-04-13 15:35:11.750000+00:00,5,57,1
44,bomb,B,2,1,6876,empty,bell,227116.41500005496,231116.3500000257,0,418,-99,20,44,2021-04-13 15:35:27.400000+00:00,5,57,1
45,coin,BY,2,1,5659,star,bell,238599.664999987,242616.27500003672,0,445,-99,20,45,2021-04-13 15:35:38.900000+00:00,5,57,1
46,bomb,B,2,1,4824,empty,bell,249149.61000008046,253149.43500002852,0,428,-99,20,46,2021-04-13 15:35:49.433000+00:00,5,57,1
47,probe,BY,2,1,4394,star,bell,258432.81000002753,262432.8450000612,0,228,2,20,47,2021-04-13 15:35:58.716000+00:00,5,57,1
48,probe,Y,2,1,5140,star,silent,272182.6900000451,276199.26000002306,0,433,1,20,48,2021-04-13 15:36:12.483000+00:00,5,57,1
49,coin,A,2,1,3124,empty,tinwhistle,284082.6000000816,288082.97500002664,0,448,-99,20,49,2021-04-13 15:36:24.366000+00:00,5,57,1
50,coin,A,2,1,6461,empty,tinwhistle,291949.2399999872,295949.16000007646,10,258,-99,20,50,2021-04-13 15:36:32.233000+00:00,5,57,1
51,bomb,BY,2,1,3000,star,bell,302899.1399999941,306915.7500000438,0,428,-99,30,51,2021-04-13 15:36:43.199000+00:00,5,57,1
52,probe,A,3,1,3558,empty,tinwhistle,15925.014999927951,19924.939999938942,0,450,-1,30,52,2021-04-13 15:38:17.215000+00:00,5,57,1
53,coin,BZ,3,1,6100,square,bell,28008.290000027046,32008.279999950897,10,300,-99,30,53,2021-04-13 15:38:29.298000+00:00,5,57,1
54,coin,A,3,1,6255,empty,tinwhistle,38508.21499992162,42524.74999998231,0,438,-99,40,54,2021-04-13 15:38:39.815000+00:00,5,57,1
55,bomb,AW,3,1,5135,circle,tinwhistle,49824.67000000179,53824.659999925636,0,458,-99,40,55,2021-04-13 15:38:51.115000+00:00,5,57,1
56,probe,BY,3,1,3165,star,bell,59274.72500002477,63291.22499993537,0,455,-2,40,56,2021-04-13 15:39:00.581000+00:00,5,57,1
57,bomb,AX,3,1,5830,triangle,tinwhistle,71874.57999994513,75891.13999996334,0,468,-99,40,57,2021-04-13 15:39:13.181000+00:00,5,57,1
58,probe,X,3,1,3710,triangle,silent,82174.46000000928,86174.38500002028,0,443,-2,40,58,2021-04-13 15:39:23.464000+00:00,5,57,1
59,coin,A,3,1,4369,empty,tinwhistle,93207.78499997688,97207.66499999443,10,203,-99,40,59,2021-04-13 15:39:34.498000+00:00,5,57,1
60,probe,BZ,3,1,4419,square,bell,101907.67999994569,105924.28999999537,0,165,1,50,60,2021-04-13 15:39:43.214000+00:00,5,57,1
61,coin,A,3,1,3987,empty,tinwhistle,118607.51999996135,122607.46999992989,0,428,-99,50,61,2021-04-13 15:39:59.898000+00:00,5,57,1
62,probe,Y,3,1,4331,star,silent,127007.4199999217,131024.02000001165,0,295,1,50,62,2021-04-13 15:40:08.314000+00:00,5,57,1
63,probe,AX,3,1,5317,triangle,tinwhistle,140890.81999997146,144907.21999993548,0,453,0,50,63,2021-04-13 15:40:22.197000+00:00,5,57,1
64,coin,A,3,1,6866,empty,tinwhistle,153373.93499992322,157390.5200000154,10,300,-99,50,64,2021-04-13 15:40:34.681000+00:00,5,57,1
65,bomb,BY,3,1,5092,star,bell,165123.81999997888,169123.75999998767,0,475,-99,60,65,2021-04-13 15:40:46.414000+00:00,5,57,1
66,coin,BZ,3,1,5281,square,bell,174723.76999992412,178740.2449999936,20,123,-99,60,66,2021-04-13 15:40:56.030000+00:00,5,57,1
67,bomb,B,3,1,3269,empty,bell,184423.6549999332,188423.6050000181,0,448,-99,80,67,2021-04-13 15:41:05.714000+00:00,5,57,1
68,probe,B,3,1,5490,empty,bell,192190.2949999785,196190.13499992434,0,148,1,80,68,2021-04-13 15:41:13.480000+00:00,5,57,1
69,bomb,B,3,1,6076,empty,bell,210356.6550000105,214356.68500000608,-10,298,-99,80,69,2021-04-13 15:41:31.647000+00:00,5,57,1
70,bomb,AW,3,1,5963,circle,tinwhistle,221173.38499997283,225189.96999994852,0,440,-99,70,70,2021-04-13 15:41:42.480000+00:00,5,57,1
71,coin,AX,3,1,6254,triangle,tinwhistle,231556.5049999859,235556.4149999991,0,458,-99,70,71,2021-04-13 15:41:52.847000+00:00,5,57,1
72,bomb,B,3,1,4527,empty,bell,242223.1899999315,246239.7649999475,-10,278,-99,70,72,2021-04-13 15:42:03.531000+00:00,5,57,1
73,probe,Z,3,1,6798,square,silent,251206.49499993306,255206.4549999777,0,145,2,60,73,2021-04-13 15:42:12.497000+00:00,5,57,1
74,probe,AW,3,1,3307,circle,tinwhistle,269106.30999994464,273106.27999994904,0,443,0,60,74,2021-04-13 15:42:30.397000+00:00,5,57,1
75,coin,BY,3,1,4351,star,bell,280472.8350000223,284489.4850000273,10,388,-99,60,75,2021-04-13 15:42:41.780000+00:00,5,57,1
76,bomb,B,3,1,5029,empty,bell,289306.0899999691,293306.0599999735,0,455,-99,70,76,2021-04-13 15:42:50.596000+00:00,5,57,1
77,probe,W,3,1,3094,circle,silent,298689.3899999559,302705.9199999785,0,453,-2,70,77,2021-04-13 15:42:59.996000+00:00,5,57,1
78,coin,A,4,1,5515,empty,tinwhistle,15827.219999977387,19843.94000004977,0,440,-99,70,78,2021-04-13 15:44:16.563000+00:00,5,57,1
79,bomb,B,4,1,4247,empty,bell,26310.565000050698,30310.54500001483,0,455,-99,70,79,2021-04-13 15:44:27.029000+00:00,5,57,1
80,coin,A,4,1,3916,empty,tinwhistle,34877.22499994561,38893.79999996163,0,448,-99,70,80,2021-04-13 15:44:35.613000+00:00,5,57,1
81,coin,A,4,1,6181,empty,tinwhistle,43093.720000004396,47110.35500001162,10,205,-99,70,81,2021-04-13 15:44:43.829000+00:00,5,57,1
82,probe,BY,4,1,3796,star,bell,53726.915000006564,57726.894999970675,0,443,-2,80,82,2021-04-13 15:44:54.446000+00:00,5,57,1
83,bomb,BY,4,1,3138,star,bell,65510.1400000276,69526.82499994991,0,450,-99,80,83,2021-04-13 15:45:06.246000+00:00,5,57,1
84,bomb,B,4,1,3808,empty,bell,73043.58499997761,77060.05500000903,-10,290,-99,80,84,2021-04-13 15:45:13.779000+00:00,5,57,1
85,coin,BZ,4,1,5787,square,bell,81410.14000005089,85426.69500003103,20,153,-99,70,85,2021-04-13 15:45:22.145000+00:00,5,57,1
86,bomb,AX,4,1,6356,triangle,tinwhistle,91593.4399999678,95609.87000004387,0,485,-99,90,86,2021-04-13 15:45:32.329000+00:00,5,57,1
87,probe,X,4,1,4978,triangle,silent,102293.28999994324,106293.25999994762,0,448,-2,90,87,2021-04-13 15:45:43.012000+00:00,5,57,1
88,coin,AX,4,1,4024,triangle,tinwhistle,115276.53000003194,119293.16000000108,0,458,-99,90,88,2021-04-13 15:45:56.012000+00:00,5,57,1
89,probe,A,4,1,5047,empty,tinwhistle,123776.36999997776,127792.98000002744,0,458,-2,90,89,2021-04-13 15:46:04.512000+00:00,5,57,1
90,probe,B,4,1,4914,empty,bell,136392.96500000634,140409.645000007,0,438,-2,90,90,2021-04-13 15:46:17.128000+00:00,5,57,1
91,bomb,B,4,1,4200,empty,bell,147626.2600000482,151626.13500002775,-10,323,-99,90,91,2021-04-13 15:46:28.345000+00:00,5,57,1
92,probe,Y,4,1,5188,star,silent,156442.94999993872,160442.7999999607,0,323,1,80,92,2021-04-13 15:46:37.162000+00:00,5,57,1
93,bomb,AW,4,1,6131,circle,tinwhistle,171009.48999996766,175009.4500000123,0,468,-99,80,93,2021-04-13 15:46:51.728000+00:00,5,57,1
94,probe,AW,4,1,5976,circle,tinwhistle,181592.80500002202,185592.73000003304,0,455,-1,80,94,2021-04-13 15:47:02.311000+00:00,5,57,1
95,bomb,AW,4,1,6518,circle,tinwhistle,195209.15500004773,199209.0549999848,-10,335,-99,80,95,2021-04-13 15:47:15.928000+00:00,5,57,1
96,probe,BZ,4,1,3867,square,bell,206442.39999994173,210442.3549999483,0,115,2,70,96,2021-04-13 15:47:27.161000+00:00,5,57,1
97,coin,BZ,4,1,3216,square,bell,220359.04000001028,224358.93999994727,20,105,-99,70,97,2021-04-13 15:47:41.077000+00:00,5,57,1
98,probe,AX,4,1,4836,triangle,tinwhistle,227909.10000004809,231925.520000048,0,463,1,90,98,2021-04-13 15:47:48.644000+00:00,5,57,1
99,coin,A,4,1,5348,empty,tinwhistle,240142.1900000423,244158.7799999397,0,460,-99,90,99,2021-04-13 15:48:00.877000+00:00,5,57,1
100,probe,Z,4,1,6871,square,silent,250108.70999994228,254108.66499994879,0,133,-1,90,100,2021-04-13 15:48:10.827000+00:00,5,57,1
101,probe,W,4,1,5098,circle,silent,265258.64500005264,269276.2799999909,0,453,-2,90,101,2021-04-13 15:48:25.995000+00:00,5,57,1
102,bomb,B,4,1,4205,empty,bell,277225.1099999994,281225.0500000082,0,435,-99,90,102,2021-04-13 15:48:37.944000+00:00,5,57,1
103,coin,BY,4,1,5256,star,bell,286058.3999999799,290075.08999994025,0,450,-99,90,103,2021-04-13 15:48:46.794000+00:00,5,57,1
104,probe,X,5,1,3886,triangle,silent,15955.470000044443,19955.46500000637,0,465,-2,90,104,2021-04-13 15:49:56.177000+00:00,5,57,1
105,coin,BY,5,1,4689,star,bell,27971.03999997489,31971.00500005763,20,160,-99,90,105,2021-04-13 15:50:08.193000+00:00,5,57,1
106,coin,AX,5,1,6738,triangle,tinwhistle,37170.91500002425,41170.885000028655,0,453,-99,110,106,2021-04-13 15:50:17.393000+00:00,5,57,1
107,probe,Z,5,1,4123,square,silent,48387.56499998272,52387.42500008084,0,148,1,110,107,2021-04-13 15:50:28.609000+00:00,5,57,1
108,coin,A,5,1,6536,empty,tinwhistle,62370.794999995276,66387.4300000025,0,440,-99,110,108,2021-04-13 15:50:42.609000+00:00,5,57,1
109,coin,BZ,5,1,4940,square,bell,73387.33499997761,77403.90500007197,20,158,-99,110,109,2021-04-13 15:50:53.625000+00:00,5,57,1
110,probe,W,5,1,5586,circle,silent,82870.5300000729,86887.2149999952,0,463,-1,130,110,2021-04-13 15:51:03.109000+00:00,5,57,1
111,bomb,B,5,1,6633,empty,bell,96820.39500004613,100837.07500004675,-10,310,-99,130,111,2021-04-13 15:51:17.059000+00:00,5,57,1
112,probe,BY,5,1,6539,star,bell,107953.77000002189,111953.68000003508,0,450,-2,120,112,2021-04-13 15:51:28.175000+00:00,5,57,1
113,coin,A,5,1,6764,empty,tinwhistle,122320.2150000725,126336.9149999926,0,448,-99,120,113,2021-04-13 15:51:42.558000+00:00,5,57,1
114,bomb,AW,5,1,4229,circle,tinwhistle,133536.82500007562,137536.71999997462,0,465,-99,120,114,2021-04-13 15:51:53.759000+00:00,5,57,1
115,probe,A,5,1,5251,empty,tinwhistle,142303.4950000001,146319.94000007398,0,330,0,120,115,2021-04-13 15:52:02.542000+00:00,5,57,1
116,coin,A,5,1,5587,empty,tinwhistle,156503.32999997772,160519.91500006992,10,353,-99,120,116,2021-04-13 15:52:16.742000+00:00,5,57,1
117,coin,BZ,5,1,4582,square,bell,166536.64499998555,170536.54000000097,20,148,-99,130,117,2021-04-13 15:52:26.758000+00:00,5,57,1
118,bomb,B,5,1,3393,empty,bell,175519.8050000472,179536.42500005665,0,428,-99,150,118,2021-04-13 15:52:35.758000+00:00,5,57,1
119,probe,AX,5,1,6423,triangle,tinwhistle,183303.1399999745,187319.65499999933,0,443,-1,150,119,2021-04-13 15:52:43.541000+00:00,5,57,1
120,coin,A,5,1,4548,empty,tinwhistle,198169.73500000316,202170.02000007773,0,468,-99,150,120,2021-04-13 15:52:58.392000+00:00,5,57,1
121,bomb,B,5,1,3562,empty,bell,207353.00000000282,211352.8749999823,0,483,-99,150,121,2021-04-13 15:53:07.575000+00:00,5,57,1
122,probe,B,5,1,5462,empty,bell,215420.14499998183,219436.180000077,0,368,0,150,122,2021-04-13 15:53:15.658000+00:00,5,57,1
123,bomb,AX,5,1,4746,triangle,tinwhistle,229969.32999999265,233985.9450000804,0,458,-99,150,123,2021-04-13 15:53:30.208000+00:00,5,57,1
124,probe,AW,5,1,6348,circle,tinwhistle,239235.96499999985,243235.92000000644,0,458,-2,150,124,2021-04-13 15:53:39.458000+00:00,5,57,1
125,bomb,AW,5,1,5210,circle,tinwhistle,253952.4799999781,257952.4700000184,0,470,-99,150,125,2021-04-13 15:53:54.174000+00:00,5,57,1
126,probe,BZ,5,1,4752,square,bell,263652.39000006113,267669.0850000596,0,125,2,150,126,2021-04-13 15:54:03.891000+00:00,5,57,1
127,bomb,B,5,1,4777,empty,bell,277602.3999999743,281602.32000006357,0,450,-99,150,127,2021-04-13 15:54:17.824000+00:00,5,57,1
128,bomb,BY,5,1,3947,star,bell,286802.26000002585,290818.7700000126,0,438,-99,150,128,2021-04-13 15:54:27.040000+00:00,5,57,1
129,probe,Y,5,1,3999,star,silent,295202.29000004474,299218.7200000044,0,460,0,150,129,2021-04-13 15:54:35.440000+00:00,5,57,1
130,probe,BY,6,1,4156,star,bell,15725.27000005357,19725.16999999061,0,460,-2,150,130,2021-04-13 15:56:02.557000+00:00,5,57,1
131,coin,A,6,1,5282,empty,tinwhistle,26691.860000020824,30691.820000065487,10,328,-99,150,131,2021-04-13 15:56:13.523000+00:00,5,57,1
132,bomb,AW,6,1,4242,circle,tinwhistle,36408.32499996759,40425.06000003778,0,438,-99,160,132,2021-04-13 15:56:23.257000+00:00,5,57,1
133,bomb,AW,6,1,5324,circle,tinwhistle,45091.7850000551,49108.235000050634,0,458,-99,160,133,2021-04-13 15:56:31.940000+00:00,5,57,1
134,bomb,AX,6,1,4325,triangle,tinwhistle,54858.30500000157,58874.904999975115,0,450,-99,160,134,2021-04-13 15:56:41.706000+00:00,5,57,1
135,coin,A,6,1,3010,empty,tinwhistle,63908.19500002544,67908.29000005033,10,358,-99,160,135,2021-04-13 15:56:50.739000+00:00,5,57,1
136,bomb,B,6,1,5474,empty,bell,71274.85499996692,75291.58499999902,-10,368,-99,170,136,2021-04-13 15:56:58.123000+00:00,5,57,1
137,bomb,B,6,1,4196,empty,bell,81224.664999987,85224.7099999804,-10,345,-99,160,137,2021-04-13 15:57:08.056000+00:00,5,57,1
138,probe,B,6,1,6696,empty,bell,89891.36500004679,93891.30000001752,0,345,1,150,138,2021-04-13 15:57:16.722000+00:00,5,57,1
139,coin,BZ,6,1,4484,square,bell,108624.55000006594,112640.96500002779,20,135,-99,150,139,2021-04-13 15:57:35.472000+00:00,5,57,1
140,probe,Z,6,1,4969,square,silent,117457.7800000552,121474.35000003314,0,100,2,170,140,2021-04-13 15:57:44.305000+00:00,5,57,1
141,bomb,B,6,1,3853,empty,bell,138390.90500003658,142407.7700000489,0,448,-99,170,141,2021-04-13 15:58:05.239000+00:00,5,57,1
142,probe,BZ,6,1,6704,square,bell,146724.30000000168,150724.13500002585,0,155,2,170,142,2021-04-13 15:58:13.555000+00:00,5,57,1
143,probe,AW,6,1,4699,circle,tinwhistle,164424.0549999522,168423.90499997418,0,440,0,170,143,2021-04-13 15:58:31.255000+00:00,5,57,1
144,coin,A,6,1,4383,empty,tinwhistle,180090.59499995786,184107.13999997824,10,375,-99,170,144,2021-04-13 15:58:46.938000+00:00,5,57,1
145,probe,X,6,1,3570,triangle,silent,188857.3350000661,192873.87000001039,0,440,0,180,145,2021-04-13 15:58:55.705000+00:00,5,57,1
146,coin,BY,6,1,6208,star,bell,201373.8049999811,205373.6049999716,10,325,-99,180,146,2021-04-13 15:59:08.205000+00:00,5,57,1
147,coin,AX,6,1,6238,triangle,tinwhistle,212023.70500005785,216023.62500003073,0,448,-99,190,147,2021-04-13 15:59:18.855000+00:00,5,57,1
148,probe,Y,6,1,4065,star,silent,222856.9000000134,226873.3899999643,0,460,-1,190,148,2021-04-13 15:59:29.704000+00:00,5,57,1
149,bomb,B,6,1,4159,empty,bell,233973.40999997692,237990.07000005804,0,453,-99,190,149,2021-04-13 15:59:40.821000+00:00,5,57,1
150,probe,W,6,1,3371,circle,silent,242606.7950000288,246606.69000004415,0,455,-2,190,150,2021-04-13 15:59:49.438000+00:00,5,57,1
151,coin,BZ,6,1,3890,square,bell,252856.67999996804,256856.58999998122,20,130,-99,190,151,2021-04-13 15:59:59.688000+00:00,5,57,1
152,coin,A,6,1,4216,empty,tinwhistle,261239.93999999948,265256.490000058,10,345,-99,210,152,2021-04-13 16:00:08.088000+00:00,5,57,1
153,probe,A,6,1,4314,empty,tinwhistle,269889.8650000337,273889.8699999554,0,445,-2,220,153,2021-04-13 16:00:16.721000+00:00,5,57,1
154,bomb,BY,6,1,6175,star,bell,280339.7899999982,284356.380000012,0,438,-99,220,154,2021-04-13 16:00:27.188000+00:00,5,57,1
155,probe,AX,6,1,5887,triangle,tinwhistle,290939.63000003714,294956.2300000107,0,475,0,220,155,2021-04-13 16:00:37.788000+00:00,5,57,1
156,coin,A,7,1,6620,empty,tinwhistle,15847.539999987932,19864.070000010546,0,483,-99,220,156,2021-04-13 16:01:55.703000+00:00,5,57,1
157,bomb,B,7,1,4905,empty,bell,27447.430000058375,31447.420000098646,0,555,-99,220,157,2021-04-13 16:02:07.287000+00:00,5,57,1
158,probe,AX,7,1,5763,triangle,tinwhistle,36830.71500004735,40830.64500009641,0,445,-1,220,158,2021-04-13 16:02:16.670000+00:00,5,57,1
159,probe,A,7,1,5395,empty,tinwhistle,49280.67500004545,53280.520000029355,0,290,0,220,159,2021-04-13 16:02:29.120000+00:00,5,57,1
160,bomb,BY,7,1,5043,star,bell,63080.48000000418,67080.42500005104,-10,325,-99,220,160,2021-04-13 16:02:42.920000+00:00,5,57,1
161,probe,Z,7,1,3035,square,silent,72747.10500007495,76763.63500009758,0,128,2,210,161,2021-04-13 16:02:52.603000+00:00,5,57,1
162,bomb,B,7,1,6555,empty,bell,88696.91000005696,92696.77500007674,-10,398,-99,210,162,2021-04-13 16:03:08.536000+00:00,5,57,1
163,probe,W,7,1,6984,circle,silent,99830.07000002543,103846.79000009783,0,455,0,200,163,2021-04-13 16:03:19.686000+00:00,5,57,1
164,bomb,B,7,1,4670,empty,bell,115546.66500003074,119546.64000007324,-10,298,-99,200,164,2021-04-13 16:03:35.386000+00:00,5,57,1
165,probe,BY,7,1,3685,star,bell,124696.8699999852,128713.4350000415,0,328,0,190,165,2021-04-13 16:03:44.554000+00:00,5,57,1
166,bomb,AW,7,1,4061,circle,tinwhistle,140629.84499998856,144629.7800000757,0,483,-99,190,166,2021-04-13 16:04:00.470000+00:00,5,57,1
167,coin,A,7,1,6618,empty,tinwhistle,149113.1300000707,153129.6550000552,10,268,-99,190,167,2021-04-13 16:04:08.970000+00:00,5,57,1
168,probe,BZ,7,1,4982,square,bell,160112.9700000165,164129.6100000618,0,90,2,200,168,2021-04-13 16:04:19.970000+00:00,5,57,1
169,bomb,B,7,1,6187,empty,bell,176712.81000005547,180712.81500009354,0,458,-99,200,169,2021-04-13 16:04:36.553000+00:00,5,57,1
170,coin,A,7,1,6805,empty,tinwhistle,187346.0700000869,191346.03500005323,0,438,-99,200,170,2021-04-13 16:04:47.185000+00:00,5,57,1
171,probe,B,7,1,5321,empty,bell,198512.5100000296,202529.30500009094,0,330,2,200,171,2021-04-13 16:04:58.369000+00:00,5,57,1
172,coin,BZ,7,1,6135,square,bell,211479.26500008907,215495.72000000626,20,100,-99,200,172,2021-04-13 16:05:11.335000+00:00,5,57,1
173,bomb,AW,7,1,5166,circle,tinwhistle,221980.135000078,225995.67500001285,0,538,-99,220,173,2021-04-13 16:05:21.835000+00:00,5,57,1
174,coin,BY,7,1,4585,star,bell,231462.4049999984,235462.37500000282,0,508,-99,220,174,2021-04-13 16:05:31.302000+00:00,5,57,1
175,coin,A,7,1,4259,empty,tinwhistle,240479.0150000481,244478.9700000547,0,448,-99,220,175,2021-04-13 16:05:40.318000+00:00,5,57,1
176,probe,Y,7,1,3964,star,silent,249062.2849999927,253062.1950000059,0,388,2,220,176,2021-04-13 16:05:48.902000+00:00,5,57,1
177,bomb,AX,7,1,3078,triangle,tinwhistle,262128.7400000729,266128.7599999923,0,433,-99,220,177,2021-04-13 16:06:01.968000+00:00,5,57,1
178,coin,AX,7,1,4685,triangle,tinwhistle,269612.01500007877,273612.0499999961,0,475,-99,220,178,2021-04-13 16:06:09.451000+00:00,5,57,1
179,coin,BZ,7,1,5259,square,bell,278928.70500008576,282945.1500000432,20,138,-99,220,179,2021-04-13 16:06:18.785000+00:00,5,57,1
180,probe,X,7,1,5137,triangle,silent,288728.6300000269,292745.20000000484,0,508,1,240,180,2021-04-13 16:06:28.585000+00:00,5,57,1
181,probe,AW,7,1,4551,circle,tinwhistle,301311.7799999891,305311.74999999354,0,603,-1,240,181,2021-04-13 16:06:41.151000+00:00,5,57,1
182,probe,Y,8,1,4201,star,silent,15451.935000019148,19468.840000103228,0,450,0,240,182,2021-04-13 16:07:39.552000+00:00,5,57,1
183,bomb,AX,8,1,6719,triangle,tinwhistle,30001.890000072308,34001.860000076704,0,448,-99,240,183,2021-04-13 16:07:54.084000+00:00,5,57,1
