Unnamed: 0,outcome,cue,rep,interblock,iti,shape,sound,csOnset,usOnset,credit,distance,probeAns,score,thisTrialN,timestamp,designIndx,cueIndex,subjectID
118,probe,X,7,1,6279,empty,tinwhistle,295867.6999999881,299929.6999999881,0,340,-2,720,118,2021-09-30 13:49:29.523000+00:00,9,1082,20
119,coin,A,7,1,4410,square,silent,309880.39999997616,314030.10000002384,20,115,-99,720,119,2021-09-30 13:49:43.623000+00:00,9,1082,20
120,bomb,B,7,1,6640,circle,silent,18790.0,22881.599999964237,0,610,-99,740,120,2021-09-30 13:50:50.659000+00:00,9,1082,20
121,bomb,AX,7,1,5361,square,tinwhistle,29654.199999988083,33786.899999976165,-10,333,-99,740,121,2021-09-30 13:51:01.564000+00:00,9,1082,20
122,probe,BY,8,1,4782,circle,bell,39732.69999998808,43704.09999996424,0,373,-1,730,122,2021-09-30 13:51:11.481000+00:00,9,1082,20
123,coin,A,8,1,5173,square,silent,52142.79999995232,56056.0,20,155,-99,730,123,2021-09-30 13:51:23.834000+00:00,9,1082,20
124,probe,BZ,8,1,3936,circle,buzz,61778.09999996424,65813.89999997616,0,333,-1,750,124,2021-09-30 13:51:33.592000+00:00,9,1082,20
125,bomb,B,8,1,4332,circle,silent,73179.29999995233,77076.0,0,610,-99,750,125,2021-09-30 13:51:44.854000+00:00,9,1082,20
126,probe,W,8,1,3049,empty,noise,81384.79999995233,85612.79999995233,0,615,-2,750,126,2021-09-30 13:51:53.391000+00:00,9,1082,20
127,coin,BY,8,1,4735,circle,bell,91519.0,95541.89999997617,10,360,-99,750,127,2021-09-30 13:52:03.320000+00:00,9,1082,20
128,probe,Y,8,1,3475,empty,bell,100934.69999998806,104801.89999997617,0,610,-2,760,128,2021-09-30 13:52:12.580000+00:00,9,1082,20
129,coin,BZ,8,1,5144,circle,buzz,111971.79999995233,115977.79999995233,10,368,-99,760,129,2021-09-30 13:52:23.756000+00:00,9,1082,20
130,bomb,AX,8,1,5215,square,tinwhistle,121549.79999995233,125656.29999995233,-20,158,-99,770,130,2021-09-30 13:52:33.436000+00:00,9,1082,20
131,probe,X,8,1,6454,empty,tinwhistle,131569.89999997616,135599.79999995232,0,108,0,750,131,2021-09-30 13:52:43.379000+00:00,9,1082,20
132,coin,AX,8,1,5428,square,tinwhistle,145662.0,149700.39999997616,20,190,-99,750,132,2021-09-30 13:52:57.480000+00:00,9,1082,20
133,coin,BZ,8,1,3776,circle,buzz,155534.69999998808,159625.19999998808,10,395,-99,770,133,2021-09-30 13:53:07.405000+00:00,9,1082,20
134,bomb,AW,8,1,3904,square,noise,163850.19999998808,167898.79999995232,0,610,-99,780,134,2021-09-30 13:53:15.679000+00:00,9,1082,20
135,coin,A,8,1,3142,square,silent,171709.29999995232,175672.29999995232,20,148,-99,780,135,2021-09-30 13:53:23.452000+00:00,9,1082,20
136,bomb,B,8,1,5298,circle,silent,179283.5,183262.0,0,608,-99,800,136,2021-09-30 13:53:31.043000+00:00,9,1082,20
137,probe,AW,8,1,4619,square,noise,188564.19999998808,192515.59999996427,0,610,-2,800,137,2021-09-30 13:53:40.296000+00:00,9,1082,20
138,bomb,B,8,1,3494,circle,silent,200563.19999998808,204505.69999998808,0,608,-99,800,138,2021-09-30 13:53:52.286000+00:00,9,1082,20
139,coin,A,8,1,5144,square,silent,208488.39999997613,212589.5,20,158,-99,800,139,2021-09-30 13:54:00.370000+00:00,9,1082,20
140,bomb,AW,8,1,6431,square,noise,218233.89999997613,222246.79999995235,0,608,-99,820,140,2021-09-30 13:54:10.027000+00:00,9,1082,20
141,coin,A,8,1,4658,square,silent,229489.59999996427,233548.59999996427,20,150,-99,820,141,2021-09-30 13:54:21.329000+00:00,9,1082,20
142,probe,Z,8,1,4457,empty,buzz,238662.29999995232,242670.89999997613,0,378,-1,840,142,2021-09-30 13:54:30.453000+00:00,9,1082,20
143,bomb,B,8,1,4232,circle,silent,251332.0,255269.5,0,608,-99,840,143,2021-09-30 13:54:43.052000+00:00,9,1082,20
144,probe,AX,8,1,4094,square,tinwhistle,259571.19999998808,263561.7999999523,0,348,-1,840,144,2021-09-30 13:54:51.344000+00:00,9,1082,20
145,bomb,BY,8,1,4984,circle,bell,270970.1999999881,274968.0,-10,345,-99,840,145,2021-09-30 13:55:02.750000+00:00,9,1082,20
146,probe,W,9,1,5590,empty,noise,280488.39999997616,284563.89999997616,0,608,-2,830,146,2021-09-30 13:55:12.346000+00:00,9,1082,20
147,coin,BZ,9,1,6493,circle,buzz,293137.0,297070.89999997616,10,378,-99,830,147,2021-09-30 13:55:24.853000+00:00,9,1082,20
148,probe,Y,9,1,3975,empty,bell,304009.89999997616,308148.09999996424,0,370,-1,840,148,2021-09-30 13:55:35.931000+00:00,9,1082,20
149,coin,A,9,1,3672,square,silent,315564.2999999523,319709.89999997616,20,88,-99,840,149,2021-09-30 13:55:47.493000+00:00,9,1082,20
150,bomb,AW,9,1,3678,square,noise,21565.300000011917,25449.60000002384,0,558,-99,860,150,2021-09-30 13:56:55.375000+00:00,9,1082,20
151,bomb,B,9,1,4421,circle,silent,29165.800000011917,33205.80000001192,0,605,-99,860,151,2021-09-30 13:57:03.131000+00:00,9,1082,20
152,bomb,AW,9,1,6426,square,noise,38008.19999998808,42041.69999998808,0,603,-99,860,152,2021-09-30 13:57:11.967000+00:00,9,1082,20
153,probe,Z,9,1,5050,empty,buzz,48865.600000023835,52892.0,0,333,-1,860,153,2021-09-30 13:57:22.817000+00:00,9,1082,20
154,bomb,BY,9,1,4917,circle,bell,61643.0,65697.5,-10,355,-99,860,154,2021-09-30 13:57:35.625000+00:00,9,1082,20
155,bomb,B,9,1,3009,circle,silent,71521.30000001192,75307.10000002384,0,613,-99,850,155,2021-09-30 13:57:45.234000+00:00,9,1082,20
156,coin,BY,9,1,3237,circle,bell,78384.5,82347.40000003576,0,605,-99,850,156,2021-09-30 13:57:52.274000+00:00,9,1082,20
157,probe,AX,9,1,5151,square,tinwhistle,85648.69999998808,89653.80000001194,0,333,-1,850,157,2021-09-30 13:57:59.581000+00:00,9,1082,20
158,coin,A,9,1,6945,square,silent,98257.30000001194,102313.90000003576,20,145,-99,850,158,2021-09-30 13:58:12.241000+00:00,9,1082,20
159,probe,AW,9,1,5916,square,noise,109923.90000003576,113932.80000001194,0,575,-2,870,159,2021-09-30 13:58:23.860000+00:00,9,1082,20
160,coin,A,9,1,4126,square,silent,123115.90000003575,127063.10000002384,20,95,-99,870,160,2021-09-30 13:58:36.991000+00:00,9,1082,20
161,probe,BY,9,1,4856,circle,bell,131750.30000001192,135718.30000001192,0,575,-2,890,161,2021-09-30 13:58:45.646000+00:00,9,1082,20
162,bomb,AX,9,1,4035,square,tinwhistle,143583.30000001192,147610.10000002384,-10,358,-99,890,162,2021-09-30 13:58:57.538000+00:00,9,1082,20
163,coin,AX,9,1,5843,square,tinwhistle,152160.19999998808,156198.90000003573,0,610,-99,880,163,2021-09-30 13:59:06.127000+00:00,9,1082,20
164,probe,BZ,9,1,3393,circle,buzz,162098.40000003573,166026.0,0,565,-1,880,164,2021-09-30 13:59:15.954000+00:00,9,1082,20
165,bomb,B,9,1,5200,circle,silent,172629.19999998808,176515.30000001192,0,578,-99,880,165,2021-09-30 13:59:26.444000+00:00,9,1082,20
166,probe,X,9,1,4680,empty,tinwhistle,181751.19999998808,185767.30000001192,0,610,-2,880,166,2021-09-30 13:59:35.696000+00:00,9,1082,20
167,bomb,B,9,1,4446,circle,silent,193520.80000001192,197499.40000003573,0,610,-99,880,167,2021-09-30 13:59:47.428000+00:00,9,1082,20
168,coin,A,9,1,3619,square,silent,201934.60000002387,205969.40000003573,20,158,-99,880,168,2021-09-30 13:59:55.898000+00:00,9,1082,20
169,coin,BZ,9,1,4942,circle,buzz,210732.5,214748.69999998808,0,610,-99,900,169,2021-09-30 14:00:04.678000+00:00,9,1082,20
0,coin,A,1,1,4375,empty,buzz,106855.60000038148,110818.0,20,5,-99,0,0,2021-10-01 13:15:09.958000+00:00,2,1053,21
1,bomb,B,1,1,4137,empty,tinwhistle,121917.20000076295,125933.30000019072,-20,25,-99,20,1,2021-10-01 13:15:25.073000+00:00,2,1053,21
2,bomb,B,1,1,3466,empty,tinwhistle,132383.80000019073,136400.6000003815,0,445,-99,0,2,2021-10-01 13:15:35.540000+00:00,2,1053,21
3,coin,A,1,1,3117,empty,buzz,140316.9000005722,144317.1000003815,20,20,-99,0,3,2021-10-01 13:15:43.457000+00:00,2,1053,21
4,coin,A,1,1,6298,empty,buzz,147884.1000003815,151883.5,20,75,-99,20,4,2021-10-01 13:15:51.022000+00:00,2,1053,21
5,bomb,B,1,1,6248,empty,tinwhistle,158667.0,162667.20000076294,0,548,-99,40,5,2021-10-01 13:16:01.806000+00:00,2,1053,21
6,coin,A,1,1,3309,empty,buzz,169233.9000005722,173250.4000005722,20,33,-99,40,6,2021-10-01 13:16:12.389000+00:00,2,1053,21
7,coin,A,1,1,6677,empty,buzz,176933.80000019073,180950.6000003815,20,120,-99,60,7,2021-10-01 13:16:20.089000+00:00,2,1053,21
8,bomb,B,1,1,4049,empty,tinwhistle,187950.40000057218,191966.90000057218,0,605,-99,80,8,2021-10-01 13:16:31.105000+00:00,2,1053,21
9,bomb,B,1,1,3766,empty,tinwhistle,196033.80000019073,200034.0,0,603,-99,80,9,2021-10-01 13:16:39.173000+00:00,2,1053,21
10,coin,A,1,1,4089,empty,buzz,203817.1000003815,207817.40000057218,20,110,-99,80,10,2021-10-01 13:16:46.956000+00:00,2,1053,21
11,bomb,B,1,1,6460,empty,tinwhistle,212551.1000003815,216550.6000003815,0,595,-99,100,11,2021-10-01 13:16:55.689000+00:00,2,1053,21
12,bomb,B,1,1,4293,empty,tinwhistle,223034.0,227033.6000003815,0,603,-99,100,12,2021-10-01 13:17:06.172000+00:00,2,1053,21
13,coin,A,1,1,4736,empty,buzz,231350.30000019073,235367.30000019073,20,128,-99,100,13,2021-10-01 13:17:14.506000+00:00,2,1053,21
14,bomb,B,1,1,4171,empty,tinwhistle,240534.0,244533.6000003815,0,603,-99,120,14,2021-10-01 13:17:23.672000+00:00,2,1053,21
15,coin,A,1,1,3169,empty,buzz,248734.20000076288,252734.0,20,120,-99,120,15,2021-10-01 13:17:31.872000+00:00,2,1053,21
16,probe,A,2,1,7000,empty,buzz,256267.0,260283.80000019073,0,108,2,140,16,2021-10-01 13:17:39.422000+00:00,2,1053,21
17,probe,B,2,1,7000,empty,tinwhistle,281717.30000019073,285717.30000019073,0,503,0,140,17,2021-10-01 13:18:04.855000+00:00,2,1053,21
18,bomb,B,2,1,4978,empty,tinwhistle,296867.2000007629,300867.0,0,480,-99,140,18,2021-10-01 13:18:20.005000+00:00,2,1053,21
19,coin,A,2,1,4464,empty,buzz,324950.80000019073,328950.80000019073,20,95,-99,140,19,2021-10-01 13:18:48.088000+00:00,2,1053,21
20,bomb,B,2,1,3479,empty,tinwhistle,334000.60000038147,338017.4000005722,0,605,-99,160,20,2021-10-01 13:18:57.154000+00:00,2,1053,21
21,coin,A,2,1,3423,empty,buzz,341517.4000005722,345534.10000038147,20,115,-99,160,21,2021-10-01 13:19:04.671000+00:00,2,1053,21
22,bomb,B,2,1,6409,empty,tinwhistle,349717.4000005722,353734.4000005722,0,605,-99,180,22,2021-10-01 13:19:12.871000+00:00,2,1053,21
23,bomb,B,2,1,5487,empty,tinwhistle,360167.3000001908,364167.7000007629,0,578,-99,180,23,2021-10-01 13:19:23.305000+00:00,2,1053,21
24,coin,A,2,1,3723,empty,buzz,369683.60000038147,373700.8000001907,20,130,-99,180,24,2021-10-01 13:19:32.838000+00:00,2,1053,21
25,coin,A,2,1,5716,empty,buzz,377867.60000038147,381867.5,20,145,-99,200,25,2021-10-01 13:19:41.005000+00:00,2,1053,21
26,bomb,B,2,1,6983,empty,tinwhistle,388434.4000005722,392450.5,0,578,-99,220,26,2021-10-01 13:19:51.587000+00:00,2,1053,21
27,coin,A,2,1,5145,empty,buzz,399451.0,403467.0,20,113,-99,220,27,2021-10-01 13:20:02.604000+00:00,2,1053,21
28,bomb,B,2,1,6049,empty,tinwhistle,409150.7000007629,413167.8000001907,0,605,-99,240,28,2021-10-01 13:20:12.304000+00:00,2,1053,21
29,coin,A,2,1,6396,empty,buzz,419234.7000007629,423234.4000005722,20,115,-99,240,29,2021-10-01 13:20:22.371000+00:00,2,1053,21
30,coin,A,2,1,5270,empty,buzz,33317.89999961853,37334.099999427795,20,45,-99,260,30,2021-10-01 13:31:43.447000+00:00,2,1053,21
31,bomb,B,2,1,5880,empty,tinwhistle,44768.0999994278,48784.5,0,605,-99,280,31,2021-10-01 13:31:54.897000+00:00,2,1053,21
32,coin,A,2,1,4514,empty,buzz,54684.5999994278,58684.5999994278,20,150,-99,280,32,2021-10-01 13:32:04.797000+00:00,2,1053,21
33,bomb,B,2,1,5529,empty,tinwhistle,63617.5999994278,67618.0,0,603,-99,300,33,2021-10-01 13:32:13.730000+00:00,2,1053,21
34,coin,BZ,3,1,5862,star,tinwhistle,73167.79999923706,77167.5,10,385,-99,300,34,2021-10-01 13:32:23.280000+00:00,2,1053,21
35,bomb,B,3,1,5230,empty,tinwhistle,83250.89999961853,87267.79999923706,0,605,-99,310,35,2021-10-01 13:32:33.380000+00:00,2,1053,21
36,coin,A,3,1,6670,empty,buzz,92517.69999980928,96534.0999994278,20,128,-99,310,36,2021-10-01 13:32:42.646000+00:00,2,1053,21
37,bomb,AW,3,1,4530,triangle,buzz,103517.39999961852,107534.5999994278,-20,43,-99,330,37,2021-10-01 13:32:53.646000+00:00,2,1053,21
38,bomb,B,3,1,3611,empty,tinwhistle,113284.19999980928,117301.19999980928,0,605,-99,310,38,2021-10-01 13:33:03.413000+00:00,2,1053,21
39,coin,A,3,1,6024,empty,buzz,120934.79999923705,124951.39999961852,20,130,-99,310,39,2021-10-01 13:33:11.063000+00:00,2,1053,21
40,coin,AX,3,1,6787,circle,buzz,131301.29999923706,135317.8999996185,10,343,-99,330,40,2021-10-01 13:33:21.429000+00:00,2,1053,21
41,bomb,B,3,1,5861,empty,tinwhistle,142301.0,146301.5,0,603,-99,340,41,2021-10-01 13:33:32.413000+00:00,2,1053,21
42,coin,A,3,1,4328,empty,buzz,152184.79999923706,156200.8999996185,20,158,-99,340,42,2021-10-01 13:33:42.312000+00:00,2,1053,21
43,coin,BY,3,1,5773,square,tinwhistle,160868.0999994278,164884.69999980927,20,130,-99,360,43,2021-10-01 13:33:50.996000+00:00,2,1053,21
44,coin,A,3,1,5140,empty,buzz,171118.0,175134.79999923706,20,130,-99,380,44,2021-10-01 13:34:01.246000+00:00,2,1053,21
45,bomb,AW,3,1,4402,triangle,buzz,180601.29999923703,184618.19999980927,0,515,-99,400,45,2021-10-01 13:34:10.729000+00:00,2,1053,21
46,coin,BZ,3,1,5490,star,tinwhistle,189051.5,193068.29999923703,20,125,-99,400,46,2021-10-01 13:34:19.179000+00:00,2,1053,21
47,bomb,BY,3,1,6863,square,tinwhistle,198984.8999996185,202984.8999996185,-20,135,-99,420,47,2021-10-01 13:34:29.096000+00:00,2,1053,21
48,bomb,AX,3,1,3942,circle,buzz,210418.09999942782,214418.09999942782,0,505,-99,400,48,2021-10-01 13:34:40.529000+00:00,2,1053,21
49,bomb,B,3,1,6429,empty,tinwhistle,218584.8999996185,222601.29999923703,0,570,-99,400,49,2021-10-01 13:34:48.712000+00:00,2,1053,21
50,coin,A,4,1,6479,empty,buzz,229052.0,233068.0,20,135,-99,400,50,2021-10-01 13:34:59.178000+00:00,2,1053,21
51,bomb,B,4,1,5010,empty,tinwhistle,239884.5,243901.1999998093,0,583,-99,420,51,2021-10-01 13:35:10.011000+00:00,2,1053,21
52,coin,A,4,1,3594,empty,buzz,248934.59999942782,252934.3999996185,20,110,-99,420,52,2021-10-01 13:35:19.045000+00:00,2,1053,21
53,coin,BZ,4,1,3350,star,tinwhistle,257018.09999942782,261034.59999942782,20,123,-99,440,53,2021-10-01 13:35:27.145000+00:00,2,1053,21
54,bomb,B,4,1,3627,empty,tinwhistle,264734.799999237,268751.5999994278,0,605,-99,460,54,2021-10-01 13:35:34.862000+00:00,2,1053,21
55,bomb,AW,4,1,4723,triangle,buzz,272401.5999994278,276417.799999237,-10,250,-99,460,55,2021-10-01 13:35:42.528000+00:00,2,1053,21
56,bomb,B,4,1,4792,empty,tinwhistle,281168.299999237,285184.5999994278,0,605,-99,450,56,2021-10-01 13:35:51.294000+00:00,2,1053,21
57,coin,AX,4,1,3894,circle,buzz,290001.299999237,294001.0999994278,10,338,-99,450,57,2021-10-01 13:36:00.111000+00:00,2,1053,21
58,coin,BY,4,1,4899,square,tinwhistle,297918.299999237,301934.6999998093,0,453,-99,460,58,2021-10-01 13:36:08.044000+00:00,2,1053,21
59,coin,A,4,1,6405,empty,buzz,307318.89999961853,311318.1999998093,20,140,-99,460,59,2021-10-01 13:36:17.428000+00:00,2,1053,21
60,bomb,AW,4,1,4553,triangle,buzz,18033.5,22049.80000019073,0,468,-99,480,60,2021-10-01 13:37:20.493000+00:00,2,1053,21
61,bomb,AX,4,1,6739,circle,buzz,26632.80000019073,30633.19999980926,-10,238,-99,480,61,2021-10-01 13:37:29.077000+00:00,2,1053,21
62,bomb,BY,4,1,3671,square,tinwhistle,37749.400000572205,41770.10000038147,-10,373,-99,470,62,2021-10-01 13:37:40.214000+00:00,2,1053,21
63,coin,A,4,1,3062,empty,buzz,45466.5,49466.400000572205,20,145,-99,460,63,2021-10-01 13:37:47.910000+00:00,2,1053,21
64,coin,BZ,4,1,6140,star,tinwhistle,52883.199999809265,56899.5,20,100,-99,480,64,2021-10-01 13:37:55.343000+00:00,2,1053,21
65,bomb,B,4,1,6055,empty,tinwhistle,63432.900000572205,67449.60000038147,0,533,-99,500,65,2021-10-01 13:38:05.893000+00:00,2,1053,21
66,bomb,AW,5,1,6765,triangle,buzz,73533.19999980928,77549.69999980928,-20,160,-99,500,66,2021-10-01 13:38:15.993000+00:00,2,1053,21
67,coin,A,5,1,3787,empty,buzz,84966.80000019072,88966.9000005722,20,110,-99,480,67,2021-10-01 13:38:27.410000+00:00,2,1053,21
68,bomb,B,5,1,5574,empty,tinwhistle,93382.80000019072,97383.10000038148,0,570,-99,500,68,2021-10-01 13:38:35.827000+00:00,2,1053,21
69,bomb,AX,5,1,4013,circle,buzz,102983.19999980928,106982.80000019072,-20,163,-99,500,69,2021-10-01 13:38:45.426000+00:00,2,1053,21
70,coin,BY,5,1,4350,square,tinwhistle,111733.10000038148,115749.9000005722,0,453,-99,480,70,2021-10-01 13:38:54.192000+00:00,2,1053,21
71,bomb,B,5,1,3339,empty,tinwhistle,120266.5,124283.4000005722,0,570,-99,480,71,2021-10-01 13:39:02.726000+00:00,2,1053,21
72,coin,BZ,5,1,5504,star,tinwhistle,127649.5,131649.80000019073,20,135,-99,480,72,2021-10-01 13:39:10.092000+00:00,2,1053,21
73,coin,AX,5,1,6714,circle,buzz,137499.80000019073,141500.1000003815,20,155,-99,500,73,2021-10-01 13:39:19.942000+00:00,2,1053,21
74,bomb,BY,5,1,4264,square,tinwhistle,148782.9000005722,152783.30000019073,0,605,-99,520,74,2021-10-01 13:39:31.226000+00:00,2,1053,21
75,bomb,AW,5,1,4245,triangle,buzz,157066.5,161066.69999980927,0,578,-99,520,75,2021-10-01 13:39:39.509000+00:00,2,1053,21
76,bomb,B,5,1,3425,empty,tinwhistle,165333.1000003815,169333.5,0,603,-99,520,76,2021-10-01 13:39:47.776000+00:00,2,1053,21
77,coin,A,5,1,6996,empty,buzz,172782.80000019073,176783.40000057218,20,120,-99,520,77,2021-10-01 13:39:55.226000+00:00,2,1053,21
78,coin,BZ,5,1,3414,star,tinwhistle,184249.80000019073,188250.19999980927,20,103,-99,540,78,2021-10-01 13:40:06.693000+00:00,2,1053,21
79,coin,A,5,1,3708,empty,buzz,191916.19999980927,195933.40000057218,20,168,-99,560,79,2021-10-01 13:40:14.376000+00:00,2,1053,21
80,bomb,B,5,1,3132,empty,tinwhistle,200016.90000057218,204033.30000019073,0,605,-99,580,80,2021-10-01 13:40:22.476000+00:00,2,1053,21
81,coin,A,5,1,3944,empty,buzz,207183.1000003815,211183.6000003815,20,115,-99,580,81,2021-10-01 13:40:29.626000+00:00,2,1053,21
82,coin,AX,6,1,5106,circle,buzz,215683.19999980927,219750.1000003815,20,165,-99,600,82,2021-10-01 13:40:38.193000+00:00,2,1053,21
83,bomb,B,6,1,3081,empty,tinwhistle,225450.0,229467.1000003815,0,605,-99,620,83,2021-10-01 13:40:47.910000+00:00,2,1053,21
84,coin,A,6,1,5813,empty,buzz,232566.80000019073,236583.40000057218,20,125,-99,620,84,2021-10-01 13:40:55.025000+00:00,2,1053,21
85,coin,BZ,6,1,5115,star,tinwhistle,242900.40000057218,246899.90000057218,20,100,-99,640,85,2021-10-01 13:41:05.342000+00:00,2,1053,21
86,coin,BY,6,1,5687,square,tinwhistle,252533.0,256550.0,0,560,-99,660,86,2021-10-01 13:41:14.992000+00:00,2,1053,21
87,bomb,B,6,1,3438,empty,tinwhistle,262267.10000038147,266283.1999998093,0,605,-99,660,87,2021-10-01 13:41:24.725000+00:00,2,1053,21
88,coin,A,6,1,5041,empty,buzz,269750.30000019073,273750.0,20,108,-99,660,88,2021-10-01 13:41:32.192000+00:00,2,1053,21
89,bomb,BY,6,1,4498,square,tinwhistle,279166.9000005722,283183.4000005722,-20,150,-99,680,89,2021-10-01 13:41:41.625000+00:00,2,1053,21
90,coin,BZ,6,1,5526,star,tinwhistle,22416.80000019073,26433.0999994278,20,95,-99,660,90,2021-10-01 13:42:53.406000+00:00,2,1053,21
91,bomb,AW,6,1,3840,triangle,buzz,32449.89999961853,36466.800000190735,-10,360,-99,680,91,2021-10-01 13:43:03.440000+00:00,2,1053,21
92,bomb,AX,6,1,5723,circle,buzz,40333.300000190735,44350.0999994278,-20,138,-99,670,92,2021-10-01 13:43:11.323000+00:00,2,1053,21
93,bomb,B,6,1,4071,empty,tinwhistle,50766.5999994278,54766.39999961854,0,603,-99,650,93,2021-10-01 13:43:21.740000+00:00,2,1053,21
94,coin,A,6,1,4676,empty,buzz,58866.699999809265,62866.5999994278,20,143,-99,650,94,2021-10-01 13:43:29.840000+00:00,2,1053,21
95,bomb,B,6,1,6522,empty,tinwhistle,68049.80000019072,72066.59999942781,0,583,-99,670,95,2021-10-01 13:43:39.040000+00:00,2,1053,21
96,bomb,AW,6,1,6551,triangle,buzz,78617.0,82616.80000019072,0,425,-99,670,96,2021-10-01 13:43:49.589000+00:00,2,1053,21
97,coin,A,6,1,6351,empty,buzz,89200.19999980928,93216.5999994278,20,133,-99,670,97,2021-10-01 13:44:00.189000+00:00,2,1053,21
98,bomb,B,7,1,6672,empty,tinwhistle,100066.69999980928,104083.0999994278,0,605,-99,690,98,2021-10-01 13:44:11.056000+00:00,2,1053,21
99,probe,BZ,7,1,4320,star,tinwhistle,110783.39999961852,114783.5999994278,0,115,2,690,99,2021-10-01 13:44:21.756000+00:00,2,1053,21
100,bomb,AX,7,1,4186,circle,buzz,127483.80000019072,131483.19999980927,-20,115,-99,690,100,2021-10-01 13:44:38.456000+00:00,2,1053,21
101,bomb,AW,7,1,6902,triangle,buzz,136466.5999994278,140466.8999996185,-10,375,-99,670,101,2021-10-01 13:44:47.440000+00:00,2,1053,21
102,bomb,B,7,1,5823,empty,tinwhistle,147433.5,151433.5999994278,0,603,-99,660,102,2021-10-01 13:44:58.406000+00:00,2,1053,21
103,probe,AX,7,1,5192,circle,buzz,157283.3999996185,161299.69999980927,0,155,2,660,103,2021-10-01 13:45:08.272000+00:00,2,1053,21
104,coin,A,7,1,3021,empty,buzz,170683.80000019073,174683.19999980927,20,113,-99,660,104,2021-10-01 13:45:21.655000+00:00,2,1053,21
105,bomb,AW,7,1,6202,triangle,buzz,178317.09999942782,182316.80000019073,0,603,-99,680,105,2021-10-01 13:45:29.289000+00:00,2,1053,21
106,probe,X,7,1,6859,circle,silent,188549.69999980927,192566.30000019073,0,193,2,680,106,2021-10-01 13:45:39.539000+00:00,2,1053,21
107,coin,A,7,1,6900,empty,buzz,203467.0,207466.80000019073,20,143,-99,680,107,2021-10-01 13:45:54.439000+00:00,2,1053,21
108,probe,BY,7,1,3404,square,tinwhistle,214749.80000019073,218749.69999980927,0,138,2,700,108,2021-10-01 13:46:05.721000+00:00,2,1053,21
109,coin,BZ,7,1,3922,star,tinwhistle,226733.5,230750.30000019073,20,128,-99,700,109,2021-10-01 13:46:17.722000+00:00,2,1053,21
110,bomb,BY,7,1,6819,square,tinwhistle,235333.59999942782,239333.0,-20,150,-99,720,110,2021-10-01 13:46:26.305000+00:00,2,1053,21
111,probe,Y,7,1,3915,square,silent,246683.59999942782,250699.8999996185,0,160,1,700,111,2021-10-01 13:46:37.672000+00:00,2,1053,21
112,coin,BY,7,1,6626,square,tinwhistle,257167.09999942782,261183.5,0,603,-99,700,112,2021-10-01 13:46:48.155000+00:00,2,1053,21
113,coin,A,7,1,6736,empty,buzz,267833.39999961853,271849.89999961853,20,120,-99,700,113,2021-10-01 13:46:58.821000+00:00,2,1053,21
114,coin,BZ,7,1,4167,star,tinwhistle,279066.39999961853,283067.1999998093,20,123,-99,720,114,2021-10-01 13:47:10.038000+00:00,2,1053,21
115,probe,Z,7,1,6137,star,silent,287583.80000019073,291600.0,0,113,2,740,115,2021-10-01 13:47:18.571000+00:00,2,1053,21
116,bomb,B,7,1,3667,empty,tinwhistle,299900.5,303916.5999994278,0,605,-99,740,116,2021-10-01 13:47:30.887000+00:00,2,1053,21
117,probe,W,7,1,4073,triangle,silent,307617.0999994278,311633.89999961853,0,498,1,740,117,2021-10-01 13:47:38.605000+00:00,2,1053,21
118,bomb,B,7,1,3024,empty,tinwhistle,318000.0999994278,322017.0999994278,0,605,-99,740,118,2021-10-01 13:47:48.988000+00:00,2,1053,21
119,coin,AX,7,1,4769,circle,buzz,325067.1999998093,329083.80000019073,0,605,-99,740,119,2021-10-01 13:47:56.055000+00:00,2,1053,21
120,coin,A,7,1,6802,empty,buzz,16990.39999961853,21007.199999809265,20,168,-99,740,120,2021-10-01 13:49:19.937000+00:00,2,1053,21
121,probe,AW,7,1,4798,triangle,buzz,28323.60000038147,32340.39999961853,0,530,0,760,121,2021-10-01 13:49:31.270000+00:00,2,1053,21
122,coin,A,8,1,4363,empty,buzz,40906.800000190735,44923.39999961854,20,133,-99,760,122,2021-10-01 13:49:43.853000+00:00,2,1053,21
123,probe,AW,8,1,4477,triangle,buzz,49640.60000038146,53640.10000038146,0,295,-2,780,123,2021-10-01 13:49:52.570000+00:00,2,1053,21
124,bomb,AW,8,1,4216,triangle,buzz,62524.0,66540.39999961853,0,605,-99,780,124,2021-10-01 13:50:05.470000+00:00,2,1053,21
125,coin,BZ,8,1,4252,star,tinwhistle,70774.0,74790.5,20,100,-99,780,125,2021-10-01 13:50:13.720000+00:00,2,1053,21
126,probe,Z,8,1,4870,star,silent,79540.60000038147,83556.69999980928,0,148,0,800,126,2021-10-01 13:50:22.486000+00:00,2,1053,21
127,coin,A,8,1,6213,empty,buzz,91407.69999980928,95406.80000019072,20,145,-99,800,127,2021-10-01 13:50:34.336000+00:00,2,1053,21
128,probe,AX,8,1,4833,circle,buzz,102073.89999961852,106090.39999961852,0,255,1,820,128,2021-10-01 13:50:45.020000+00:00,2,1053,21
129,coin,A,8,1,4354,empty,buzz,113873.69999980928,117873.69999980928,20,113,-99,820,129,2021-10-01 13:50:56.803000+00:00,2,1053,21
130,probe,W,8,1,3133,triangle,silent,122689.89999961852,126690.39999961852,0,495,0,840,130,2021-10-01 13:51:05.619000+00:00,2,1053,21
