Unnamed: 0,outcome,cue,rep,interblock,iti,shape,sound,csOnset,usOnset,credit,distance,probeAns,score,thisTrialN,timestamp,designIndx,cueIndex,subjectID
0,coin,A,1,1,4765,empty,tinwhistle,22998.924999963485,27000.75000012293,10,310,-99,0,0,2021-04-13 14:19:20.791000+00:00,9,57,1
1,bomb,B,1,1,4877,empty,bell,32933.2249998115,36933.45999997109,-10,393,-99,10,1,2021-04-13 14:19:30.723000+00:00,9,57,1
2,bomb,B,1,1,5304,empty,bell,42533.404999878265,46533.485000021756,0,548,-99,0,2,2021-04-13 14:19:40.324000+00:00,9,57,1
3,coin,A,1,1,3714,empty,tinwhistle,52299.98000012711,56316.409999970354,0,568,-99,0,3,2021-04-13 14:19:50.106000+00:00,9,57,1
4,bomb,B,1,1,4041,empty,bell,60616.48999992758,64633.24500015006,0,473,-99,0,4,2021-04-13 14:19:58.423000+00:00,9,57,1
5,coin,A,1,1,5244,empty,tinwhistle,69349.94499990718,73350.02999985589,10,350,-99,0,5,2021-04-13 14:20:07.140000+00:00,9,57,1
6,bomb,B,1,1,3192,empty,bell,78816.79000006989,82832.77500001714,-10,290,-99,10,6,2021-04-13 14:20:16.623000+00:00,9,57,1
7,bomb,B,1,1,3091,empty,bell,86917.34000016004,90932.86499986424,-20,123,-99,0,7,2021-04-13 14:20:24.723000+00:00,9,57,1
8,coin,A,1,1,5299,empty,tinwhistle,94716.70500002801,98716.53999993578,10,385,-99,-20,8,2021-04-13 14:20:32.506000+00:00,9,57,1
9,coin,A,1,1,5128,empty,tinwhistle,104316.33999990301,108316.33500009775,0,418,-99,-10,9,2021-04-13 14:20:42.106000+00:00,9,57,1
10,bomb,B,1,1,4898,empty,bell,114166.77499981596,118166.01500008255,-10,330,-99,-10,10,2021-04-13 14:20:51.956000+00:00,9,57,1
11,coin,A,1,1,4981,empty,tinwhistle,123616.49499973284,127633.3099999465,0,445,-99,-20,11,2021-04-13 14:21:01.423000+00:00,9,57,1
12,bomb,B,1,1,3210,empty,bell,133016.71000011265,137033.0599998124,0,445,-99,-20,12,2021-04-13 14:21:10.823000+00:00,9,57,1
13,coin,A,1,1,5786,empty,tinwhistle,140449.60499973968,144449.61499981582,10,300,-99,-20,13,2021-04-13 14:21:18.240000+00:00,9,57,1
14,bomb,B,1,1,6335,empty,bell,150633.15999973565,154649.8849997297,-10,308,-99,-10,14,2021-04-13 14:21:28.440000+00:00,9,57,1
15,coin,A,1,1,6645,empty,tinwhistle,161416.36499995366,165432.86499986425,10,243,-99,-20,15,2021-04-13 14:21:39.223000+00:00,9,57,1
16,probe,A,2,1,7000,empty,tinwhistle,172466.37499984357,176466.40999987719,0,508,-2,-10,16,2021-04-13 14:21:50.256000+00:00,9,57,1
17,probe,B,2,1,7000,empty,bell,191567.18500005078,195566.39999989423,0,403,-2,-10,17,2021-04-13 14:22:09.357000+00:00,9,57,1
18,coin,A,2,1,5582,empty,tinwhistle,209033.1399999559,213032.95499971136,0,425,-99,-10,18,2021-04-13 14:22:26.823000+00:00,9,57,1
19,bomb,B,2,1,4101,empty,bell,219099.71500001848,223100.3899998032,0,415,-99,-10,19,2021-04-13 14:22:36.891000+00:00,9,57,1
20,coin,A,2,1,5900,empty,tinwhistle,227583.04499974477,231600.33500008285,10,270,-99,-10,20,2021-04-13 14:22:45.391000+00:00,9,57,1
21,coin,A,2,1,4098,empty,tinwhistle,238366.7799998075,242366.29500007254,0,528,-99,0,21,2021-04-13 14:22:56.157000+00:00,9,57,1
22,bomb,B,2,1,4495,empty,bell,246733.5700001568,250733.0700000748,0,443,-99,0,22,2021-04-13 14:23:04.524000+00:00,9,57,1
23,bomb,B,2,1,6442,empty,bell,255749.4700001553,259750.2449997701,-10,203,-99,0,23,2021-04-13 14:23:13.541000+00:00,9,57,1
24,coin,A,2,1,5973,empty,tinwhistle,266933.1950000487,270933.11499990517,0,438,-99,-10,24,2021-04-13 14:23:24.723000+00:00,9,57,1
25,bomb,B,2,1,4909,empty,bell,277600.1800000668,281600.1300001517,-10,318,-99,-10,25,2021-04-13 14:23:35.390000+00:00,9,57,1
26,coin,A,2,1,6734,empty,tinwhistle,287083.1149998121,291100.0500000082,10,393,-99,-20,26,2021-04-13 14:23:44.890000+00:00,9,57,1
27,bomb,B,2,1,5553,empty,bell,298099.6249997989,302099.9849997461,-10,285,-99,-10,27,2021-04-13 14:23:55.890000+00:00,9,57,1
28,coin,A,2,1,5382,empty,tinwhistle,307949.8799997382,311949.3350000121,20,133,-99,-20,28,2021-04-13 14:24:05.740000+00:00,9,57,1
29,coin,A,2,1,3485,empty,tinwhistle,318032.7300000936,322033.3349998109,10,380,-99,0,29,2021-04-13 14:24:15.824000+00:00,9,57,1
30,bomb,B,2,1,3935,empty,bell,22171.594999730587,26188.60499979928,-10,320,-99,10,30,2021-04-13 14:25:42.057000+00:00,9,57,1
31,bomb,B,2,1,6197,empty,bell,30771.559999790043,34788.48499991,-20,195,-99,0,31,2021-04-13 14:25:50.657000+00:00,9,57,1
32,coin,A,2,1,5739,empty,tinwhistle,41521.61499997601,45538.06499997153,20,3,-99,-20,32,2021-04-13 14:26:01.406000+00:00,9,57,1
33,bomb,B,2,1,3215,empty,bell,51638.32499971613,55654.994999989874,-10,330,-99,0,33,2021-04-13 14:26:11.524000+00:00,9,57,1
34,coin,A,3,1,6540,empty,tinwhistle,59554.92999963463,63554.78999996558,20,123,-99,-10,34,2021-04-13 14:26:19.424000+00:00,9,57,1
35,coin,A,3,1,6481,empty,tinwhistle,70705.01999976112,74704.49999999255,10,308,-99,10,35,2021-04-13 14:26:30.573000+00:00,9,57,1
36,coin,BZ,3,1,5831,square,bell,81721.13499976696,85721.81499982253,0,448,-99,20,36,2021-04-13 14:26:41.591000+00:00,9,57,1
37,bomb,B,3,1,6151,empty,bell,92171.15999991074,96188.15999990328,0,428,-99,20,37,2021-04-13 14:26:52.057000+00:00,9,57,1
38,coin,BY,3,1,6102,star,bell,103088.32999970764,107088.66499969736,20,153,-99,20,38,2021-04-13 14:27:02.958000+00:00,9,57,1
39,coin,A,3,1,6838,empty,tinwhistle,113672.85999981685,117688.30499984324,10,363,-99,40,39,2021-04-13 14:27:13.555000+00:00,9,57,1
40,bomb,B,3,1,3693,empty,bell,125304.98999962586,129321.60999998449,-10,363,-99,50,40,2021-04-13 14:27:25.189000+00:00,9,57,1
41,coin,A,3,1,6845,empty,tinwhistle,133638.60499998555,137655.2299996838,10,208,-99,40,41,2021-04-13 14:27:33.522000+00:00,9,57,1
42,bomb,AW,3,1,3068,circle,tinwhistle,145087.8899996169,149087.97499956563,-10,258,-99,50,42,2021-04-13 14:27:44.955000+00:00,9,57,1
43,bomb,B,3,1,5137,empty,bell,152688.17499978468,156704.8749998212,-10,273,-99,40,43,2021-04-13 14:27:52.572000+00:00,9,57,1
44,bomb,BY,3,1,4891,star,bell,162371.249999851,166371.33499979973,-20,168,-99,30,44,2021-04-13 14:28:02.239000+00:00,9,57,1
45,coin,BZ,3,1,4784,square,bell,171820.99499972534,175821.56999967992,20,78,-99,10,45,2021-04-13 14:28:11.687000+00:00,9,57,1
46,coin,AX,3,1,3203,triangle,tinwhistle,181188.04999999702,185204.6449999325,10,400,-99,30,46,2021-04-13 14:28:21.070000+00:00,9,57,1
47,bomb,AX,3,1,3250,triangle,tinwhistle,189071.75499992445,193088.15999981016,-10,293,-99,40,47,2021-04-13 14:28:28.954000+00:00,9,57,1
48,bomb,AW,3,1,6705,circle,tinwhistle,196904.69499956816,200921.60499980676,-10,368,-99,30,48,2021-04-13 14:28:36.787000+00:00,9,57,1
49,bomb,B,3,1,6099,empty,bell,208105.18999956548,212121.25499965626,-20,145,-99,20,49,2021-04-13 14:28:47.987000+00:00,9,57,1
50,bomb,AW,4,1,4619,circle,tinwhistle,218621.50499969718,222637.91999965906,-20,138,-99,0,50,2021-04-13 14:28:58.504000+00:00,9,57,1
51,coin,A,4,1,4146,empty,tinwhistle,227804.909999948,231804.75999973714,20,98,-99,-20,51,2021-04-13 14:29:07.668000+00:00,9,57,1
52,bomb,B,4,1,4536,empty,bell,236604.6349997632,240605.4549999535,-10,328,-99,0,52,2021-04-13 14:29:16.469000+00:00,9,57,1
53,bomb,AW,4,1,4976,circle,tinwhistle,245821.30499975762,249837.73499960077,-10,350,-99,-10,53,2021-04-13 14:29:25.701000+00:00,9,57,1
54,coin,A,4,1,6960,empty,tinwhistle,255538.1699996069,259554.6749997884,10,365,-99,-20,54,2021-04-13 14:29:35.418000+00:00,9,57,1
55,coin,BZ,4,1,3999,square,bell,267304.8449996859,271320.8649996668,10,378,-99,-10,55,2021-04-13 14:29:47.184000+00:00,9,57,1
56,bomb,B,4,1,3271,empty,bell,276204.8999997787,280204.22499999404,0,435,-99,0,56,2021-04-13 14:29:56.068000+00:00,9,57,1
57,coin,AX,4,1,6603,triangle,tinwhistle,284421.81999981403,288438.4249998257,0,438,-99,0,57,2021-04-13 14:30:04.302000+00:00,9,57,1
58,bomb,B,4,1,4381,empty,bell,295821.0099996068,299838.23499968275,-10,395,-99,0,58,2021-04-13 14:30:15.701000+00:00,9,57,1
59,coin,A,4,1,6865,empty,tinwhistle,304804.7349997796,308822.169999592,10,393,-99,-10,59,2021-04-13 14:30:24.684000+00:00,9,57,1
60,bomb,AX,4,1,5626,triangle,tinwhistle,17376.499999780208,21393.344999756664,0,430,-99,0,60,2021-04-13 14:31:17.782000+00:00,9,57,1
61,coin,BZ,4,1,5211,square,bell,27743.36500000209,31742.990000173453,10,343,-99,0,61,2021-04-13 14:31:28.132000+00:00,9,57,1
62,bomb,BY,4,1,4260,star,bell,37342.939999885864,41360.905000008635,0,438,-99,10,62,2021-04-13 14:31:37.749000+00:00,9,57,1
63,bomb,B,4,1,6190,empty,bell,46110.280000139035,50109.844999853514,0,418,-99,10,63,2021-04-13 14:31:46.498000+00:00,9,57,1
64,coin,A,4,1,3751,empty,tinwhistle,57143.430000171065,61142.74000003934,10,238,-99,10,64,2021-04-13 14:31:57.531000+00:00,9,57,1
65,coin,BY,4,1,3224,star,bell,65476.50999994949,69493.27499978244,0,433,-99,20,65,2021-04-13 14:32:05.882000+00:00,9,57,1
66,bomb,BY,5,1,4732,star,bell,73393.01500003785,77409.90500012413,0,428,-99,20,66,2021-04-13 14:32:13.799000+00:00,9,57,1
67,coin,AX,5,1,3552,triangle,tinwhistle,82759.39500005916,86776.27999987452,10,368,-99,20,67,2021-04-13 14:32:23.165000+00:00,9,57,1
68,bomb,B,5,1,5976,empty,bell,90626.33999995887,94626.62999983877,0,448,-99,30,68,2021-04-13 14:32:31.016000+00:00,9,57,1
69,coin,A,5,1,5693,empty,tinwhistle,101209.8550000228,105209.17000016198,0,405,-99,30,69,2021-04-13 14:32:41.598000+00:00,9,57,1
70,bomb,B,5,1,5888,empty,bell,111459.83499987052,115476.48499999195,0,413,-99,30,70,2021-04-13 14:32:51.866000+00:00,9,57,1
71,coin,BZ,5,1,6520,square,bell,121859.8650000058,125876.40499975534,20,193,-99,30,71,2021-04-13 14:33:02.265000+00:00,9,57,1
72,bomb,B,5,1,4448,empty,bell,132826.55500015244,136843.305000104,0,433,-99,50,72,2021-04-13 14:33:13.232000+00:00,9,57,1
73,coin,BY,5,1,3307,star,bell,141843.38499978185,145842.93999988586,10,393,-99,50,73,2021-04-13 14:33:22.232000+00:00,9,57,1
74,coin,A,5,1,6126,empty,tinwhistle,149576.30500011143,153593.03499991074,0,445,-99,60,74,2021-04-13 14:33:29.982000+00:00,9,57,1
75,bomb,AW,5,1,4160,circle,tinwhistle,160526.43000008538,164526.5500000678,0,433,-99,60,75,2021-04-13 14:33:40.915000+00:00,9,57,1
76,coin,A,5,1,3112,empty,tinwhistle,169326.3099999167,173325.79000014812,0,438,-99,60,76,2021-04-13 14:33:49.715000+00:00,9,57,1
77,bomb,B,5,1,5004,empty,bell,176993.48000017926,181009.83500014988,0,423,-99,60,77,2021-04-13 14:33:57.399000+00:00,9,57,1
78,bomb,AW,5,1,4453,circle,tinwhistle,186626.42000010237,190643.17000005394,-10,385,-99,60,78,2021-04-13 14:34:07.032000+00:00,9,57,1
79,coin,A,5,1,6817,empty,tinwhistle,195726.18999984112,199743.13999991864,10,308,-99,50,79,2021-04-13 14:34:16.132000+00:00,9,57,1
80,bomb,AX,5,1,5095,triangle,tinwhistle,206976.4149999246,210976.07500012964,0,430,-99,60,80,2021-04-13 14:34:27.365000+00:00,9,57,1
81,coin,BZ,5,1,5903,square,bell,216759.1699999757,220759.14500001815,10,345,-99,60,81,2021-04-13 14:34:37.148000+00:00,9,57,1
82,bomb,AX,6,1,3517,triangle,tinwhistle,227126.36000011122,231126.4599999413,0,435,-99,70,82,2021-04-13 14:34:47.515000+00:00,9,57,1
83,coin,BY,6,1,3719,star,bell,235175.81500019878,239193.19000002,0,440,-99,70,83,2021-04-13 14:34:55.582000+00:00,9,57,1
84,coin,A,6,1,5285,empty,tinwhistle,243759.54499980435,247759.3649998307,0,435,-99,70,84,2021-04-13 14:35:04.148000+00:00,9,57,1
85,bomb,AW,6,1,3385,circle,tinwhistle,254225.76500009745,258243.0949998088,0,438,-99,70,85,2021-04-13 14:35:14.632000+00:00,9,57,1
86,coin,AX,6,1,3335,triangle,tinwhistle,262693.04500008,266692.4499999732,0,420,-99,70,86,2021-04-13 14:35:23.081000+00:00,9,57,1
87,coin,BZ,6,1,4796,square,bell,271226.1549998075,275225.97499983385,10,370,-99,70,87,2021-04-13 14:35:31.615000+00:00,9,57,1
88,bomb,B,6,1,4633,empty,bell,280525.7700001821,284526.43499989057,0,438,-99,80,88,2021-04-13 14:35:40.915000+00:00,9,57,1
89,coin,A,6,1,3678,empty,tinwhistle,289609.5099998638,293609.68999983737,0,430,-99,80,89,2021-04-13 14:35:49.999000+00:00,9,57,1
90,coin,BZ,6,1,4124,square,bell,19596.90499957651,23597.10499970242,0,428,-99,80,90,2021-04-13 14:36:57.432000+00:00,9,57,1
91,coin,A,6,1,3061,empty,tinwhistle,28497.41999991238,32497.264999896288,0,425,-99,80,91,2021-04-13 14:37:06.332000+00:00,9,57,1
92,bomb,B,6,1,6463,empty,bell,36580.489999614656,40579.87999962643,0,448,-99,80,92,2021-04-13 14:37:14.414000+00:00,9,57,1
93,bomb,BY,6,1,5029,star,bell,47613.86499973014,51613.75499982387,0,430,-99,80,93,2021-04-13 14:37:25.448000+00:00,9,57,1
94,coin,A,6,1,3986,empty,tinwhistle,57247.78499966487,61263.959999661885,20,163,-99,80,94,2021-04-13 14:37:35.098000+00:00,9,57,1
95,bomb,B,6,1,4278,empty,bell,65780.17499996349,69797.27999959141,-20,160,-99,100,95,2021-04-13 14:37:43.632000+00:00,9,57,1
96,bomb,AW,6,1,5392,circle,tinwhistle,74696.96499966085,78713.67999957874,0,408,-99,80,96,2021-04-13 14:37:52.548000+00:00,9,57,1
97,bomb,B,6,1,3664,empty,bell,84613.78999985754,88630.5599999614,-20,163,-99,80,97,2021-04-13 14:38:02.465000+00:00,9,57,1
98,bomb,B,7,1,3437,empty,bell,92863.21999970824,96880.61499968173,-20,115,-99,60,98,2021-04-13 14:38:10.715000+00:00,9,57,1
99,probe,AX,7,1,5365,triangle,tinwhistle,100863.75499982387,104863.10999980195,0,88,1,40,99,2021-04-13 14:38:18.697000+00:00,9,57,1
100,coin,BZ,7,1,3687,square,bell,123647.27999968456,127663.57499966398,20,93,-99,40,100,2021-04-13 14:38:41.498000+00:00,9,57,1
101,bomb,BY,7,1,4308,star,bell,131829.759999644,135830.46999992806,0,435,-99,60,101,2021-04-13 14:38:49.664000+00:00,9,57,1
102,probe,Y,7,1,5931,star,silent,140697.09499971938,144713.52499956265,0,415,0,60,102,2021-04-13 14:38:58.548000+00:00,9,57,1
103,coin,BY,7,1,3474,star,bell,156329.92499973625,160347.1599998884,0,410,-99,60,103,2021-04-13 14:39:14.181000+00:00,9,57,1
104,bomb,AW,7,1,5269,circle,tinwhistle,164363.86499973017,168363.82999969643,0,445,-99,60,104,2021-04-13 14:39:22.198000+00:00,9,57,1
105,coin,A,7,1,6401,empty,tinwhistle,174197.06999976188,178213.58500001952,10,355,-99,60,105,2021-04-13 14:39:32.048000+00:00,9,57,1
106,probe,Z,7,1,5878,square,silent,185180.41999964046,189197.04499980435,0,383,1,70,106,2021-04-13 14:39:43.031000+00:00,9,57,1
107,bomb,B,7,1,4250,empty,bell,202813.22999997067,206813.43999970704,0,425,-99,70,107,2021-04-13 14:40:00.648000+00:00,9,57,1
108,probe,BY,7,1,3602,star,bell,211680.40499975905,215696.4849997312,0,410,0,70,108,2021-04-13 14:40:09.531000+00:00,9,57,1
109,bomb,B,7,1,5818,empty,bell,226313.4749997407,230313.4899996221,0,438,-99,70,109,2021-04-13 14:40:24.148000+00:00,9,57,1
110,bomb,AW,7,1,4210,circle,tinwhistle,236896.79499994963,240896.79999975488,-10,365,-99,70,110,2021-04-13 14:40:34.731000+00:00,9,57,1
111,probe,W,7,1,4591,circle,silent,245646.90999966112,249646.59999962893,0,158,1,60,111,2021-04-13 14:40:43.481000+00:00,9,57,1
112,coin,BZ,7,1,5482,square,bell,261096.8249998987,265096.9649995677,10,358,-99,60,112,2021-04-13 14:40:58.931000+00:00,9,57,1
113,coin,AX,7,1,3953,triangle,tinwhistle,271030.199999921,275030.2499998361,10,398,-99,70,113,2021-04-13 14:41:08.864000+00:00,9,57,1
114,probe,BZ,7,1,4175,square,bell,279430.7649997063,283430.0949997269,0,433,0,80,114,2021-04-13 14:41:17.264000+00:00,9,57,1
115,coin,A,7,1,6994,empty,tinwhistle,292613.35499957204,296630.4049999453,0,433,-99,80,115,2021-04-13 14:41:30.465000+00:00,9,57,1
116,probe,AW,7,1,4848,circle,tinwhistle,304713.46999984235,308713.6049997061,0,418,-1,80,116,2021-04-13 14:41:42.548000+00:00,9,57,1
117,coin,A,7,1,5095,empty,tinwhistle,317213.71499961236,321230.2199997939,0,430,-99,80,117,2021-04-13 14:41:55.064000+00:00,9,57,1
118,probe,X,7,1,6279,triangle,silent,327314.0399996191,331313.2849996909,0,413,-2,80,118,2021-04-13 14:42:05.148000+00:00,9,57,1
119,coin,A,7,1,4410,empty,tinwhistle,341863.6449999176,345879.584999755,10,373,-99,80,119,2021-04-13 14:42:19.714000+00:00,9,57,1
120,bomb,B,7,1,6640,empty,bell,17246.919999830425,21246.57499976456,0,423,-99,90,120,2021-04-13 14:43:11.964000+00:00,9,57,1
121,bomb,AX,7,1,5361,triangle,tinwhistle,28463.62499985844,32463.584999553863,0,455,-99,90,121,2021-04-13 14:43:23.181000+00:00,9,57,1
122,probe,BY,8,1,4782,star,bell,38346.824999898665,42363.769999705255,0,165,1,90,122,2021-04-13 14:43:33.081000+00:00,9,57,1
123,coin,A,8,1,5173,empty,tinwhistle,53763.624999672174,57763.734999578446,10,373,-99,90,123,2021-04-13 14:43:48.481000+00:00,9,57,1
124,probe,BZ,8,1,3936,square,bell,63613.7799997814,67613.10999980196,0,413,0,100,124,2021-04-13 14:43:58.330000+00:00,9,57,1
125,bomb,B,8,1,4332,empty,bell,74663.80999982357,78663.58999954537,0,418,-99,100,125,2021-04-13 14:44:09.380000+00:00,9,57,1
126,probe,W,8,1,3049,circle,silent,83596.67499968782,87597.0599995926,0,383,0,100,126,2021-04-13 14:44:18.313000+00:00,9,57,1
127,coin,BY,8,1,4735,star,bell,97463.4449998848,101463.6949999258,10,375,-99,100,127,2021-04-13 14:44:32.180000+00:00,9,57,1
128,probe,Y,8,1,3475,star,silent,106679.83999988064,110680.1649997942,0,393,-1,110,128,2021-04-13 14:44:41.396000+00:00,9,57,1
129,coin,BZ,8,1,5144,square,bell,117363.25499974193,121380.28999976814,10,360,-99,110,129,2021-04-13 14:44:52.096000+00:00,9,57,1
130,bomb,AX,8,1,5215,triangle,tinwhistle,127013.6499996297,131030.11999977753,0,430,-99,120,130,2021-04-13 14:45:01.746000+00:00,9,57,1
131,probe,X,8,1,6454,triangle,silent,136946.53999991715,140946.43999962136,0,425,-2,120,131,2021-04-13 14:45:11.661000+00:00,9,57,1
132,coin,AX,8,1,5428,triangle,tinwhistle,150263.3599997498,154263.4349996224,0,415,-99,120,132,2021-04-13 14:45:24.978000+00:00,9,57,1
133,coin,BZ,8,1,3776,square,bell,160363.02499985322,164380.1449998282,0,443,-99,120,133,2021-04-13 14:45:35.095000+00:00,9,57,1
134,bomb,AW,8,1,3904,circle,tinwhistle,169163.8949997723,173163.02499966696,0,433,-99,120,134,2021-04-13 14:45:43.877000+00:00,9,57,1
135,coin,A,8,1,3142,empty,tinwhistle,177546.9349999912,181563.5199998505,0,420,-99,120,135,2021-04-13 14:45:52.278000+00:00,9,57,1
136,bomb,B,8,1,5298,empty,bell,185730.3699995391,189746.74999993292,0,423,-99,120,136,2021-04-13 14:46:00.461000+00:00,9,57,1
137,probe,AW,8,1,4619,circle,tinwhistle,195563.3999998681,199580.1549996249,0,370,1,120,137,2021-04-13 14:46:10.294000+00:00,9,57,1
138,bomb,B,8,1,3494,empty,bell,209613.29499958086,213630.11999987066,-10,358,-99,120,138,2021-04-13 14:46:24.343000+00:00,9,57,1
139,coin,A,8,1,5144,empty,tinwhistle,217796.75499955192,221813.4299996309,10,378,-99,110,139,2021-04-13 14:46:32.527000+00:00,9,57,1
140,bomb,AW,8,1,6431,circle,tinwhistle,227496.5699999593,231496.78999977183,0,433,-99,120,140,2021-04-13 14:46:42.210000+00:00,9,57,1
141,coin,A,8,1,4658,empty,tinwhistle,238462.8749997355,242463.5549997911,10,388,-99,120,141,2021-04-13 14:46:53.177000+00:00,9,57,1
142,probe,Z,8,1,4457,square,silent,247563.05499980226,251579.27999971434,0,393,2,130,142,2021-04-13 14:47:02.293000+00:00,9,57,1
143,bomb,B,8,1,4232,empty,bell,261213.0999998189,265213.1549995393,0,428,-99,130,143,2021-04-13 14:47:15.924000+00:00,9,57,1
144,probe,AX,8,1,4094,triangle,tinwhistle,269963.1949998439,273963.52499956265,0,348,1,130,144,2021-04-13 14:47:24.675000+00:00,9,57,1
145,bomb,BY,8,1,4984,star,bell,283513.1449997425,287529.8749995418,0,428,-99,130,145,2021-04-13 14:47:38.241000+00:00,9,57,1
146,probe,W,9,1,5590,circle,silent,293246.60999979824,297246.5599998832,0,433,0,130,146,2021-04-13 14:47:47.958000+00:00,9,57,1
147,coin,BZ,9,1,6493,square,bell,305746.4599995874,309762.69999984646,20,190,-99,130,147,2021-04-13 14:48:00.474000+00:00,9,57,1
148,probe,Y,9,1,3975,star,silent,316763.064999599,320779.9999997951,0,430,-1,150,148,2021-04-13 14:48:11.490000+00:00,9,57,1
149,coin,A,9,1,3672,empty,tinwhistle,327663.2649996318,331663.18499995396,0,418,-99,150,149,2021-04-13 14:48:22.373000+00:00,9,57,1
150,bomb,AW,9,1,3678,circle,tinwhistle,16362.20999993384,20378.975000232454,0,465,-99,150,150,2021-04-13 14:49:14.222000+00:00,9,57,1
151,bomb,B,9,1,4421,empty,bell,24612.360000144694,28612.294999882582,-10,340,-99,150,151,2021-04-13 14:49:22.456000+00:00,9,57,1
152,bomb,AW,9,1,6426,circle,tinwhistle,33762.010000180446,37778.7950001657,0,448,-99,140,152,2021-04-13 14:49:31.622000+00:00,9,57,1
153,probe,Z,9,1,5050,square,silent,44745.45999988914,48745.56000018492,0,143,1,140,153,2021-04-13 14:49:42.589000+00:00,9,57,1
154,bomb,BY,9,1,4917,star,bell,61478.89999998733,65479.03499985113,-10,353,-99,140,154,2021-04-13 14:49:59.323000+00:00,9,57,1
155,bomb,B,9,1,3009,empty,bell,70995.74000015855,74995.74499996379,-10,353,-99,130,155,2021-04-13 14:50:08.839000+00:00,9,57,1
156,coin,BY,9,1,3237,star,bell,78595.42499994859,82611.81499995291,0,430,-99,120,156,2021-04-13 14:50:16.455000+00:00,9,57,1
157,probe,AX,9,1,5151,triangle,tinwhistle,86762.09999993442,90762.43000011893,0,200,2,120,157,2021-04-13 14:50:24.606000+00:00,9,57,1
158,coin,A,9,1,6945,empty,tinwhistle,100778.7150000222,104795.52499996498,0,443,-99,120,158,2021-04-13 14:50:38.639000+00:00,9,57,1
159,probe,AW,9,1,5916,circle,tinwhistle,113062.38000001758,117078.89500027524,0,438,0,120,159,2021-04-13 14:50:50.922000+00:00,9,57,1
160,coin,A,9,1,4126,empty,tinwhistle,128378.29500017688,132378.80499986932,10,393,-99,120,160,2021-04-13 14:51:06.222000+00:00,9,57,1
161,probe,BY,9,1,4856,star,bell,136962.16499991715,140961.8799998425,0,448,-1,130,161,2021-04-13 14:51:14.805000+00:00,9,57,1
162,bomb,AX,9,1,4035,triangle,tinwhistle,148528.71000021696,152544.9250000529,-10,385,-99,130,162,2021-04-13 14:51:26.388000+00:00,9,57,1
163,coin,AX,9,1,5843,triangle,tinwhistle,157162.32499992475,161178.915000055,10,340,-99,120,163,2021-04-13 14:51:35.022000+00:00,9,57,1
164,probe,BZ,9,1,3393,square,bell,167561.89000001177,171562.16000020507,0,338,1,130,164,2021-04-13 14:51:45.406000+00:00,9,57,1
165,bomb,B,9,1,5200,empty,bell,180461.71500021595,184462.13999995962,0,425,-99,130,165,2021-04-13 14:51:58.306000+00:00,9,57,1
166,probe,X,9,1,4680,triangle,silent,190245.62000017613,194245.28999999168,0,358,2,130,166,2021-04-13 14:52:08.089000+00:00,9,57,1
167,bomb,B,9,1,4446,empty,bell,203129.00000019,207128.89500008893,-10,388,-99,130,167,2021-04-13 14:52:20.972000+00:00,9,57,1
168,coin,A,9,1,3619,empty,tinwhistle,212012.1750002727,216028.7299999036,20,120,-99,120,168,2021-04-13 14:52:29.872000+00:00,9,57,1
169,coin,BZ,9,1,4942,square,bell,220262.09500012922,224278.89499999586,10,333,-99,140,169,2021-04-13 14:52:38.122000+00:00,9,57,1
0,coin,A,1,1,4375,empty,tinwhistle,34303.584999870516,38301.20999971405,0,418,-99,0,0,2021-04-13 16:36:51.310000+00:00,2,403,2
1,bomb,B,1,1,4137,empty,noise,51567.53999972716,55567.43999989703,0,503,-99,0,1,2021-04-13 16:37:08.577000+00:00,2,403,2
2,bomb,B,1,1,3466,empty,noise,60433.93999990076,64433.50999988616,0,590,-99,0,2,2021-04-13 16:37:17.443000+00:00,2,403,2
3,coin,A,1,1,3117,empty,tinwhistle,67917.48999990523,71933.32499964163,20,148,-99,0,3,2021-04-13 16:37:24.943000+00:00,2,403,2
4,coin,A,1,1,6298,empty,tinwhistle,76783.80499966443,80783.74999994412,20,150,-99,20,4,2021-04-13 16:37:33.793000+00:00,2,403,2
5,bomb,B,1,1,6248,empty,noise,88200.02499967812,92216.69499995187,0,533,-99,40,5,2021-04-13 16:37:45.226000+00:00,2,403,2
6,coin,A,1,1,3309,empty,tinwhistle,98767.24499976261,102766.72499999404,20,118,-99,40,6,2021-04-13 16:37:55.776000+00:00,2,403,2
7,coin,A,1,1,6677,empty,tinwhistle,106916.85999976473,110933.76499973239,20,108,-99,60,7,2021-04-13 16:38:03.943000+00:00,2,403,2
8,bomb,B,1,1,4049,empty,noise,124200.18499996512,128200.33499971034,0,583,-99,80,8,2021-04-13 16:38:21.209000+00:00,2,403,2
9,bomb,B,1,1,3766,empty,noise,134450.53499983624,138450.4299997352,0,585,-99,80,9,2021-04-13 16:38:31.459000+00:00,2,403,2
10,coin,A,1,1,4089,empty,tinwhistle,142766.7449996807,146767.23999995738,20,113,-99,80,10,2021-04-13 16:38:39.776000+00:00,2,403,2
11,bomb,B,1,1,6460,empty,noise,152116.77500000224,156133.32999963313,0,605,-99,100,11,2021-04-13 16:38:49.142000+00:00,2,403,2
12,bomb,B,1,1,4293,empty,noise,162817.06499960276,166833.24499987066,0,605,-99,100,12,2021-04-13 16:38:59.842000+00:00,2,403,2
